Timestamp,Temp,Humidity
2017-01-01T00:00:00-07:00,24,87
2017-01-02T00:00:00-07:00,24,90
2017-01-03T00:00:00-07:00,22,88
2017-01-04T00:00:00-07:00,31,88
2017-01-05T00:00:00-07:00,14,77
2017-01-06T00:00:00-07:00,8,74
2017-01-07T00:00:00-07:00,7,81
2017-01-08T00:00:00-07:00,30,85
2017-01-09T00:00:00-07:00,43,72
2017-01-10T00:00:00-07:00,41,69
2017-01-11T00:00:00-07:00,40,73
2017-01-12T00:00:00-07:00,32,91
2017-01-13T00:00:00-07:00,33,85
2017-01-14T00:00:00-07:00,31,84
2017-01-15T00:00:00-07:00,30,82
2017-01-16T00:00:00-07:00,26,78
2017-01-17T00:00:00-07:00,26,78
2017-01-18T00:00:00-07:00,26,80
2017-01-19T00:00:00-07:00,30,89
2017-01-20T00:00:00-07:00,36,77
2017-01-21T00:00:00-07:00,34,88
2017-01-22T00:00:00-07:00,32,71
2017-01-23T00:00:00-07:00,37,80
2017-01-24T00:00:00-07:00,32,78
2017-01-25T00:00:00-07:00,26,84
2017-01-26T00:00:00-07:00,25,77
2017-01-27T00:00:00-07:00,17,80
2017-01-28T00:00:00-07:00,23,69
2017-01-29T00:00:00-07:00,20,76
2017-01-30T00:00:00-07:00,22,80
2017-01-31T00:00:00-07:00,25,81
2017-02-01T00:00:00-07:00,28,83
2017-02-02T00:00:00-07:00,31,87
2017-02-03T00:00:00-07:00,38,75
2017-02-04T00:00:00-07:00,47,59
2017-02-05T00:00:00-07:00,45,68
2017-02-06T00:00:00-07:00,49,46
2017-02-07T00:00:00-07:00,52,62
2017-02-08T00:00:00-07:00,51,51
2017-02-09T00:00:00-07:00,55,57
2017-02-10T00:00:00-07:00,53,66
2017-02-11T00:00:00-07:00,38,73
2017-02-12T00:00:00-07:00,35,74
2017-02-13T00:00:00-07:00,34,70
2017-02-14T00:00:00-07:00,36,69
2017-02-15T00:00:00-07:00,39,67
2017-02-16T00:00:00-07:00,45,56
2017-02-17T00:00:00-07:00,43,73
2017-02-18T00:00:00-07:00,50,57
2017-02-19T00:00:00-07:00,48,76
2017-02-20T00:00:00-07:00,48,63
2017-02-21T00:00:00-07:00,58,47
2017-02-22T00:00:00-07:00,38,85
2017-02-23T00:00:00-07:00,31,81
2017-02-24T00:00:00-07:00,30,67
2017-02-25T00:00:00-07:00,28,68
2017-02-26T00:00:00-07:00,32,57
2017-02-27T00:00:00-07:00,35,74
2017-02-28T00:00:00-07:00,30,66
2017-03-01T00:00:00-07:00,35,61
2017-03-02T00:00:00-07:00,39,52
2017-03-03T00:00:00-07:00,43,50
2017-03-04T00:00:00-07:00,53,36
2017-03-05T00:00:00-07:00,56,23
2017-03-06T00:00:00-07:00,32,65
2017-03-07T00:00:00-07:00,39,47
2017-03-08T00:00:00-07:00,51,50
2017-03-09T00:00:00-07:00,51,53
2017-03-10T00:00:00-07:00,54,51
2017-03-11T00:00:00-07:00,50,66
2017-03-12T00:00:00-07:00,52,58
2017-03-13T00:00:00-06:00,52,42
2017-03-14T00:00:00-06:00,58,45
2017-03-15T00:00:00-06:00,61,36
2017-03-16T00:00:00-06:00,60,43
2017-03-17T00:00:00-06:00,60,53
2017-03-18T00:00:00-06:00,66,28
2017-03-19T00:00:00-06:00,60,46
2017-03-20T00:00:00-06:00,62,55
2017-03-21T00:00:00-06:00,66,33
2017-03-22T00:00:00-06:00,55,69
2017-03-23T00:00:00-06:00,41,88
2017-03-24T00:00:00-06:00,47,68
2017-03-25T00:00:00-06:00,48,69
2017-03-26T00:00:00-06:00,45,68
2017-03-27T00:00:00-06:00,46,73
2017-03-28T00:00:00-06:00,46,62
2017-03-29T00:00:00-06:00,47,59
2017-03-30T00:00:00-06:00,50,70
2017-03-31T00:00:00-06:00,48,70
2017-04-01T00:00:00-06:00,52,42
2017-04-02T00:00:00-06:00,48,75
2017-04-03T00:00:00-06:00,43,53
2017-04-04T00:00:00-06:00,41,47
2017-04-05T00:00:00-06:00,47,38
2017-04-06T00:00:00-06:00,60,32
2017-04-07T00:00:00-06:00,66,25
2017-04-08T00:00:00-06:00,50,72
2017-04-09T00:00:00-06:00,40,69
2017-04-10T00:00:00-06:00,48,43
2017-04-11T00:00:00-06:00,49,56
2017-04-12T00:00:00-06:00,60,39
2017-04-13T00:00:00-06:00,63,35
2017-04-14T00:00:00-06:00,49,60
2017-04-15T00:00:00-06:00,47,50
2017-04-16T00:00:00-06:00,56,49
2017-04-17T00:00:00-06:00,65,32
2017-04-18T00:00:00-06:00,57,64
2017-04-19T00:00:00-06:00,54,60
2017-04-20T00:00:00-06:00,50,68
2017-04-21T00:00:00-06:00,48,64
2017-04-22T00:00:00-06:00,52,50
2017-04-23T00:00:00-06:00,58,45
2017-04-24T00:00:00-06:00,52,67
2017-04-25T00:00:00-06:00,44,76
2017-04-26T00:00:00-06:00,51,58
2017-04-27T00:00:00-06:00,47,64
2017-04-28T00:00:00-06:00,41,76
2017-04-29T00:00:00-06:00,47,50
2017-04-30T00:00:00-06:00,50,49
2017-05-01T00:00:00-06:00,56,53
2017-05-02T00:00:00-06:00,59,54
2017-05-03T00:00:00-06:00,57,50
2017-05-04T00:00:00-06:00,62,45
2017-05-05T00:00:00-06:00,70,38
2017-05-06T00:00:00-06:00,75,28
2017-05-07T00:00:00-06:00,69,43
2017-05-08T00:00:00-06:00,64,59
2017-05-09T00:00:00-06:00,65,53
2017-05-10T00:00:00-06:00,66,52
2017-05-11T00:00:00-06:00,69,39
2017-05-12T00:00:00-06:00,76,28
2017-05-13T00:00:00-06:00,52,49
2017-05-14T00:00:00-06:00,56,54
2017-05-15T00:00:00-06:00,59,47
2017-05-16T00:00:00-06:00,58,59
2017-05-17T00:00:00-06:00,43,69
2017-05-18T00:00:00-06:00,44,69
2017-05-19T00:00:00-06:00,53,48
2017-05-20T00:00:00-06:00,58,47
2017-05-21T00:00:00-06:00,60,61
2017-05-22T00:00:00-06:00,63,51
2017-05-23T00:00:00-06:00,69,41
2017-05-24T00:00:00-06:00,75,32
2017-05-25T00:00:00-06:00,64,42
2017-05-26T00:00:00-06:00,61,44
2017-05-27T00:00:00-06:00,59,52
2017-05-28T00:00:00-06:00,65,44
2017-05-29T00:00:00-06:00,70,39
2017-05-30T00:00:00-06:00,76,30
2017-05-31T00:00:00-06:00,79,23
2017-06-01T00:00:00-06:00,76,37
2017-06-02T00:00:00-06:00,69,45
2017-06-03T00:00:00-06:00,75,30
2017-06-04T00:00:00-06:00,82,25
2017-06-05T00:00:00-06:00,77,35
2017-06-06T00:00:00-06:00,79,40
2017-06-07T00:00:00-06:00,86,21
2017-06-08T00:00:00-06:00,84,13
2017-06-09T00:00:00-06:00,74,36
2017-06-10T00:00:00-06:00,67,51
2017-06-11T00:00:00-06:00,75,39
2017-06-12T00:00:00-06:00,66,19
