Timestamp,['1cc40a3c-270bf015 0008-EMERY BLDG Power Meter 300026 Power Factor']
2017-10-10T00:00:00-06:00,0.9097925821940104
2017-10-11T00:00:00-06:00,0.8986164728800455
2017-10-12T00:00:00-06:00,0.9072920481363932
2017-10-13T00:00:00-06:00,0.9039004643758138
2017-10-14T00:00:00-06:00,0.8902308146158854
2017-10-15T00:00:00-06:00,0.8858467737833658
2017-10-16T00:00:00-06:00,0.9221916198730469
2017-10-17T00:00:00-06:00,0.9276119867960612
2017-10-18T00:00:00-06:00,0.9254986445109049
2017-10-19T00:00:00-06:00,0.9258139928181967
2017-10-20T00:00:00-06:00,0.9229361216227213
2017-10-21T00:00:00-06:00,0.8941583633422852
2017-10-22T00:00:00-06:00,0.8839251200358073
2017-10-23T00:00:00-06:00,0.9270086288452148
2017-10-24T00:00:00-06:00,0.9330924352010092
2017-10-25T00:00:00-06:00,0.9281864166259766
2017-10-26T00:00:00-06:00,0.927644411722819
2017-10-27T00:00:00-06:00,0.9296038945515951
2017-10-28T00:00:00-06:00,0.9104890823364258
2017-10-29T00:00:00-06:00,0.9076058069864908
2017-10-30T00:00:00-06:00,0.9392401377360026
2017-10-31T00:00:00-06:00,0.9350325266520182
2017-11-01T00:00:00-06:00,0.9355920155843099
2017-11-02T00:00:00-06:00,0.9330914815266927
2017-11-03T00:00:00-06:00,0.9253991444905599
2017-11-04T00:00:00-06:00,0.9034627278645834
2017-11-05T00:00:00-06:00,0.903751220703125
2017-11-06T00:00:00-07:00,0.9451195398966471
2017-11-07T00:00:00-07:00,0.9519252777099609
2017-11-08T00:00:00-07:00,0.9516531626383463
2017-11-09T00:00:00-07:00,0.9484103520711263
2017-11-10T00:00:00-07:00,0.94866943359375
2017-11-11T00:00:00-07:00,0.9424943923950195
2017-11-12T00:00:00-07:00,0.9442987442016602
2017-11-13T00:00:00-07:00,0.9498593012491862
2017-11-14T00:00:00-07:00,0.9481751124064127
2017-11-15T00:00:00-07:00,0.9431174596150717
2017-11-16T00:00:00-07:00,0.9392617543538412
2017-11-17T00:00:00-07:00,0.9530795415242513
2017-11-18T00:00:00-07:00,0.9289048512776693
2017-11-19T00:00:00-07:00,0.9302482604980469
2017-11-20T00:00:00-07:00,0.9489631652832031
2017-11-21T00:00:00-07:00,0.940440813700358
2017-11-22T00:00:00-07:00,0.9377562204996744
2017-11-23T00:00:00-07:00,0.9075962702433268
2017-11-24T00:00:00-07:00,0.9047091801961263
2017-11-25T00:00:00-07:00,0.9096886316935221
2017-11-26T00:00:00-07:00,0.9054686228434244
2017-11-27T00:00:00-07:00,0.9431721369425455
2017-11-28T00:00:00-07:00,0.9468587239583334
2017-11-29T00:00:00-07:00,0.9445702234903971
2017-11-30T00:00:00-07:00,0.942973772684733
2017-12-01T00:00:00-07:00,0.9405730565388998
2017-12-02T00:00:00-07:00,0.9168885548909506
2017-12-03T00:00:00-07:00,0.9112688700358073
2017-12-04T00:00:00-07:00,0.9495512644449869
2017-12-05T00:00:00-07:00,0.9506689707438151
2017-12-06T00:00:00-07:00,0.9489889144897461
2017-12-07T00:00:00-07:00,0.9507481257120768
2017-12-08T00:00:00-07:00,0.9491647084554037
2017-12-09T00:00:00-07:00,0.9290342330932617
2017-12-10T00:00:00-07:00,0.9242512385050455
2017-12-11T00:00:00-07:00,0.9419711430867513
2017-12-12T00:00:00-07:00,0.9424254099527994
2017-12-13T00:00:00-07:00,0.9442707697550455
2017-12-14T00:00:00-07:00,0.9477672576904297
2017-12-15T00:00:00-07:00,0.9394261042277018
2017-12-16T00:00:00-07:00,0.9228000640869141
2017-12-17T00:00:00-07:00,0.9236774444580078
2017-12-18T00:00:00-07:00,0.9374668572538642
2017-12-19T00:00:00-07:00,0.9373957316080729
2017-12-20T00:00:00-07:00,0.9382804234822592
2017-12-21T00:00:00-07:00,0.9357242584228516
2017-12-22T00:00:00-07:00,0.933778444925944
2017-12-23T00:00:00-07:00,0.9323107401529948
2017-12-24T00:00:00-07:00,0.929656982421875
2017-12-25T00:00:00-07:00,0.9300336837768555
2017-12-26T00:00:00-07:00,0.9267508188883463
2017-12-27T00:00:00-07:00,0.9324159622192383
2017-12-28T00:00:00-07:00,0.930866559346517
2017-12-29T00:00:00-07:00,0.9262628555297852
2017-12-30T00:00:00-07:00,0.9185342788696289
2017-12-31T00:00:00-07:00,0.9219198226928711
