2017-12-01T00:00:00-07:00,43.86368076006571 \u00b0F
2017-12-02T00:00:00-07:00,43.900631030400596 \u00b0F
2017-12-03T00:00:00-07:00,43.977314472198486 \u00b0F
2017-12-04T00:00:00-07:00,43.71612330277761 \u00b0F
2017-12-05T00:00:00-07:00,43.592507203420006 \u00b0F
2017-12-06T00:00:00-07:00,43.5785885254542 \u00b0F
2017-12-07T00:00:00-07:00,43.483630776405334 \u00b0F
2017-12-08T00:00:00-07:00,42.97721513112386 \u00b0F
2017-12-09T00:00:00-07:00,42.263640681902565 \u00b0F
2017-12-10T00:00:00-07:00,42.22224450111389 \u00b0F
2017-12-11T00:00:00-07:00,42.8521683216095 \u00b0F
2017-12-12T00:00:00-07:00,43.10395340124766 \u00b0F
2017-12-13T00:00:00-07:00,43.05910074710846 \u00b0F
2017-12-14T00:00:00-07:00,43.19403489430746 \u00b0F
2017-12-15T00:00:00-07:00,43.12883015473684 \u00b0F
2017-12-16T00:00:00-07:00,42.982962568600975 \u00b0F
2017-12-17T00:00:00-07:00,42.94190541903178 \u00b0F
2017-12-18T00:00:00-07:00,42.91802736507949 \u00b0F
2017-12-19T00:00:00-07:00,43.04326860109965 \u00b0F
2017-12-20T00:00:00-07:00,43.35068432490031 \u00b0F
2017-12-21T00:00:00-07:00,42.831047574679054 \u00b0F
2017-12-22T00:00:00-07:00,42.75185922781626 \u00b0F
2017-12-23T00:00:00-07:00,42.84648474057516 \u00b0F
2017-12-24T00:00:00-07:00,42.76655912399292 \u00b0F
2017-12-25T00:00:00-07:00,43.04462703069051 \u00b0F
2017-12-26T00:00:00-07:00,43.08983985582987 \u00b0F
2017-12-27T00:00:00-07:00,43.10250802834829 \u00b0F
2017-12-28T00:00:00-07:00,43.19828979174296 \u00b0F
2017-12-29T00:00:00-07:00,43.41153872013092 \u00b0F
2017-12-30T00:00:00-07:00,44.1670534213384 \u00b0F
2017-12-31T00:00:00-07:00,43.01641535758972 \u00b0F
