2017-08-01T00:00:00-06:00,48.936603705088295 \u00b0F
2017-08-02T00:00:00-06:00,48.69791499773661 \u00b0F
2017-08-03T00:00:00-06:00,48.869079192479454 \u00b0F
2017-08-04T00:00:00-06:00,48.58960271143651 \u00b0F
2017-08-05T00:00:00-06:00,48.116920828819275 \u00b0F
2017-08-06T00:00:00-06:00,48.055803855260216 \u00b0F
2017-08-07T00:00:00-06:00,48.46664543946584 \u00b0F
2017-08-08T00:00:00-06:00,48.23012892405192 \u00b0F
2017-08-09T00:00:00-06:00,48.04155476888021 \u00b0F
2017-08-10T00:00:00-06:00,48.30749743035499 \u00b0F
2017-08-11T00:00:00-06:00,48.21680064996084 \u00b0F
2017-08-12T00:00:00-06:00,48.046070535977684 \u00b0F
2017-08-13T00:00:00-06:00,47.06033802032471 \u00b0F
2017-08-14T00:00:00-06:00,45.78941571712494 \u00b0F
2017-08-15T00:00:00-06:00,45.31962728500366 \u00b0F
2017-08-16T00:00:00-06:00,45.677235086758934 \u00b0F
2017-08-17T00:00:00-06:00,47.31532442569733 \u00b0F
2017-08-18T00:00:00-06:00,48.30678331851959 \u00b0F
2017-08-19T00:00:00-06:00,48.188884258270264 \u00b0F
2017-08-20T00:00:00-06:00,48.53526612122854 \u00b0F
2017-08-21T00:00:00-06:00,48.55016283194224 \u00b0F
2017-08-22T00:00:00-06:00,48.56873416900635 \u00b0F
2017-08-23T00:00:00-06:00,48.211482326189675 \u00b0F
2017-08-24T00:00:00-06:00,48.597666223843895 \u00b0F
2017-08-25T00:00:00-06:00,48.40142718950907 \u00b0F
2017-08-26T00:00:00-06:00,48.55238930384318 \u00b0F
2017-08-27T00:00:00-06:00,48.544742266337074 \u00b0F
2017-08-28T00:00:00-06:00,48.785072865693465 \u00b0F
2017-08-29T00:00:00-06:00,48.60212416289955 \u00b0F
2017-08-30T00:00:00-06:00,48.577189246813454 \u00b0F
2017-08-31T00:00:00-06:00,48.51034756501516 \u00b0F
2017-09-01T00:00:00-06:00,48.46066300074259 \u00b0F
2017-09-02T00:00:00-06:00,48.58816687266032 \u00b0F
2017-09-03T00:00:00-06:00,48.740866820017494 \u00b0F
2017-09-04T00:00:00-06:00,48.76840047041575 \u00b0F
2017-09-05T00:00:00-06:00,48.79297995567322 \u00b0F
2017-09-06T00:00:00-06:00,48.40222501754761 \u00b0F
2017-09-07T00:00:00-06:00,48.813870112101235 \u00b0F
2017-09-08T00:00:00-06:00,48.31021592972127 \u00b0F
2017-09-09T00:00:00-06:00,48.329474091529846 \u00b0F
2017-09-10T00:00:00-06:00,48.682599663734436 \u00b0F
2017-09-11T00:00:00-06:00,48.920820355415344 \u00b0F
2017-09-12T00:00:00-06:00,48.82285888989767 \u00b0F
2017-09-13T00:00:00-06:00,49.12943637371063 \u00b0F
2017-09-14T00:00:00-06:00,48.28644212086996 \u00b0F
2017-09-15T00:00:00-06:00,45.22235174973806 \u00b0F
2017-09-16T00:00:00-06:00,44.81519361337026 \u00b0F
2017-09-17T00:00:00-06:00,46.617755015691124 \u00b0F
2017-09-18T00:00:00-06:00,48.14617693424225 \u00b0F
2017-09-19T00:00:00-06:00,44.69416300455729 \u00b0F
2017-09-20T00:00:00-06:00,44.86594005425771 \u00b0F
2017-09-21T00:00:00-06:00,43.033196449279785 \u00b0F
2017-09-22T00:00:00-06:00,42.414764841397606 \u00b0F
2017-09-23T00:00:00-06:00,42.21561781565348 \u00b0F
2017-09-24T00:00:00-06:00,43.07144705454508 \u00b0F
2017-09-25T00:00:00-06:00,43.57855808734894 \u00b0F
2017-09-26T00:00:00-06:00,44.523583809534706 \u00b0F
2017-09-27T00:00:00-06:00,45.98767340183258 \u00b0F
2017-09-28T00:00:00-06:00,46.5645383199056 \u00b0F
2017-09-29T00:00:00-06:00,46.513198812802635 \u00b0F
2017-09-30T00:00:00-06:00,46.23767669995626 \u00b0F
2017-10-01T00:00:00-06:00,43.249234676361084 \u00b0F
2017-10-02T00:00:00-06:00,43.08895222345988 \u00b0F
2017-10-03T00:00:00-06:00,43.57951863606771 \u00b0F
2017-10-04T00:00:00-06:00,44.87320423126221 \u00b0F
2017-10-05T00:00:00-06:00,43.63344899813334 \u00b0F
2017-10-06T00:00:00-06:00,43.470672488212585 \u00b0F
2017-10-07T00:00:00-06:00,44.703714529673256 \u00b0F
2017-10-08T00:00:00-06:00,42.99590198198954 \u00b0F
2017-10-09T00:00:00-06:00,42.91691545645396 \u00b0F
2017-10-10T00:00:00-06:00,43.61451669534048 \u00b0F
2017-10-11T00:00:00-06:00,44.73065002759298 \u00b0F
2017-10-12T00:00:00-06:00,43.819992423057556 \u00b0F
2017-10-13T00:00:00-06:00,44.03402145703634 \u00b0F
2017-10-14T00:00:00-06:00,42.655749559402466 \u00b0F
2017-10-15T00:00:00-06:00,42.65398840109507 \u00b0F
2017-10-16T00:00:00-06:00,44.720161040623985 \u00b0F
2017-10-17T00:00:00-06:00,44.79539362589518 \u00b0F
2017-10-18T00:00:00-06:00,45.74328418572744 \u00b0F
2017-10-19T00:00:00-06:00,48.41938650608063 \u00b0F
2017-10-20T00:00:00-06:00,45.239915569623314 \u00b0F
2017-10-21T00:00:00-06:00,45.106815218925476 \u00b0F
2017-10-22T00:00:00-06:00,44.5332541068395 \u00b0F
2017-10-23T00:00:00-06:00,43.687775214513145 \u00b0F
2017-10-24T00:00:00-06:00,43.53654476006826 \u00b0F
2017-10-25T00:00:00-06:00,43.80323080221812 \u00b0F
2017-10-26T00:00:00-06:00,43.34965924421946 \u00b0F
2017-10-27T00:00:00-06:00,43.7940647204717 \u00b0F
2017-10-28T00:00:00-06:00,44.930892864863075 \u00b0F
2017-10-29T00:00:00-06:00,44.38869639237722 \u00b0F
2017-10-30T00:00:00-06:00,43.32492872079214 \u00b0F
2017-10-31T00:00:00-06:00,43.91145865122477 \u00b0F
2017-11-01T00:00:00-06:00,43.73886080582937 \u00b0F
2017-11-02T00:00:00-06:00,43.85225601991018 \u00b0F
2017-11-03T00:00:00-06:00,44.14508819580078 \u00b0F
2017-11-04T00:00:00-06:00,42.8695912361145 \u00b0F
2017-11-05T00:00:00-06:00,42.58308223724365 \u00b0F
2017-11-06T00:00:00-07:00,43.83519879976908 \u00b0F
2017-11-07T00:00:00-07:00,43.77859469254812 \u00b0F
2017-11-08T00:00:00-07:00,43.449859857559204 \u00b0F
2017-11-09T00:00:00-07:00,43.85265521208445 \u00b0F
2017-11-10T00:00:00-07:00,43.98288722832998 \u00b0F
2017-11-11T00:00:00-07:00,44.48465367158254 \u00b0F
2017-11-12T00:00:00-07:00,43.78406433264414 \u00b0F
2017-11-13T00:00:00-07:00,44.62974842389425 \u00b0F
2017-11-14T00:00:00-07:00,41.52541848023733 \u00b0F
2017-11-15T00:00:00-07:00,42.150710662206016 \u00b0F
2017-11-16T00:00:00-07:00,43.55766717592875 \u00b0F
2017-11-17T00:00:00-07:00,43.583542704582214 \u00b0F
2017-11-18T00:00:00-07:00,43.76253112157186 \u00b0F
2017-11-19T00:00:00-07:00,43.612313866615295 \u00b0F
2017-11-20T00:00:00-07:00,43.786953131357826 \u00b0F
2017-11-21T00:00:00-07:00,43.85922042528788 \u00b0F
2017-11-22T00:00:00-07:00,44.01091035207113 \u00b0F
2017-11-23T00:00:00-07:00,42.143369833628334 \u00b0F
2017-11-24T00:00:00-07:00,42.19230182965597 \u00b0F
2017-11-25T00:00:00-07:00,41.88176623980204 \u00b0F
2017-11-26T00:00:00-07:00,42.21417876084646 \u00b0F
2017-11-27T00:00:00-07:00,42.999581933021545 \u00b0F
2017-11-28T00:00:00-07:00,44.19127345085144 \u00b0F
2017-11-29T00:00:00-07:00,44.573228200276695 \u00b0F
2017-11-30T00:00:00-07:00,43.933822552363075 \u00b0F
