Timestamp,Museum of Natural History Temp,Museum of Natural History Humidity,0011-BROWNING BLDG Power Meter 300033 Current C,"0011-BROWNING BLDG Power Meter 300033 Watts, 3-Ph total",0011-BROWNING BLDG Power Meter 300033 Current B,0011-BROWNING BLDG Power Meter 300033 Current A,"0011-BROWNING BLDG Power Meter 300033 W-hours, Received"
2017-04-28T14:45:00-06:00 Denver,34.987998962402344°F,,,,,,
2017-04-28T14:50:00-06:00 Denver,34.89799880981445°F,,,,,,
2017-04-28T14:55:00-06:00 Denver,34.84400177001953°F,,,,,,
2017-04-28T15:00:00-06:00 Denver,35.36600112915039°F,,,,,,
2017-04-28T15:05:00-06:00 Denver,35.36600112915039°F,,,,,,
2017-04-28T15:10:00-06:00 Denver,35.150001525878906°F,,,,,,
2017-04-28T15:15:00-06:00 Denver,34.987998962402344°F,,,,,,
2017-04-28T15:20:00-06:00 Denver,35.13199996948242°F,,,,,,
2017-04-28T15:25:00-06:00 Denver,34.68199920654297°F,,,,,,
2017-04-28T15:30:00-06:00 Denver,33.69200134277344°F,,,,,,
2017-04-28T15:35:00-06:00 Denver,33.69200134277344°F,,,,,,
2017-04-28T15:40:00-06:00 Denver,34.34000015258789°F,,,,,,
2017-04-28T15:45:00-06:00 Denver,35.70800018310547°F,,,,,,
2017-04-28T15:50:00-06:00 Denver,36.625999450683594°F,,,,,,
2017-04-28T15:55:00-06:00 Denver,37.05799865722656°F,,,,,,
2017-04-28T16:00:00-06:00 Denver,36.895999908447266°F,,,,,,
2017-04-28T16:05:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-28T16:10:00-06:00 Denver,36.73400115966797°F,,,,,,
2017-04-28T16:15:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-28T16:20:00-06:00 Denver,36.571998596191406°F,,,,,,
2017-04-28T16:25:00-06:00 Denver,36.4640007019043°F,,,,,,
2017-04-28T16:30:00-06:00 Denver,36.21200180053711°F,,,,,,
2017-04-28T16:35:00-06:00 Denver,36.481998443603516°F,,,,,,
2017-04-28T16:40:00-06:00 Denver,36.391998291015625°F,,,,,,
2017-04-28T16:45:00-06:00 Denver,36.895999908447266°F,,,,,,
2017-04-28T16:50:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-28T16:55:00-06:00 Denver,37.54399871826172°F,,,,,,
2017-04-28T17:00:00-06:00 Denver,37.507999420166016°F,,,,,,
2017-04-28T17:05:00-06:00 Denver,37.81399917602539°F,,,,,,
2017-04-28T17:10:00-06:00 Denver,37.849998474121094°F,,,,,,
2017-04-28T17:15:00-06:00 Denver,37.90399932861328°F,,,,,,
2017-04-28T17:20:00-06:00 Denver,37.63399887084961°F,,,,,,
2017-04-28T17:25:00-06:00 Denver,37.43600082397461°F,,,,,,
2017-04-28T17:30:00-06:00 Denver,36.82400131225586°F,,,,,,
2017-04-28T17:35:00-06:00 Denver,36.64400100708008°F,,,,,,
2017-04-28T17:40:00-06:00 Denver,36.805999755859375°F,,,,,,
2017-04-28T17:45:00-06:00 Denver,37.00400161743164°F,,,,,,
2017-04-28T17:50:00-06:00 Denver,37.310001373291016°F,,,,,,
2017-04-28T17:55:00-06:00 Denver,37.16600036621094°F,,,,,,
2017-04-28T18:00:00-06:00 Denver,37.327999114990234°F,,,,,,
2017-04-28T18:05:00-06:00 Denver,37.4900016784668°F,,,,,,
2017-04-28T18:10:00-06:00 Denver,37.6879997253418°F,,,,,,
2017-04-28T18:15:00-06:00 Denver,37.95800018310547°F,,,,,,
2017-04-28T18:20:00-06:00 Denver,38.37200164794922°F,,,,,,
2017-04-28T18:25:00-06:00 Denver,38.5880012512207°F,,,,,,
2017-04-28T18:30:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-28T18:35:00-06:00 Denver,38.965999603271484°F,,,,,,
2017-04-28T18:40:00-06:00 Denver,39.68600082397461°F,,,,,,
2017-04-28T18:45:00-06:00 Denver,40.604000091552734°F,,,,,,
2017-04-28T18:50:00-06:00 Denver,40.38800048828125°F,,,,,,
2017-04-28T18:55:00-06:00 Denver,39.847999572753906°F,,,,,,
2017-04-28T19:00:00-06:00 Denver,39.18199920654297°F,,,,,,
2017-04-28T19:05:00-06:00 Denver,38.731998443603516°F,,,,,,
2017-04-28T19:10:00-06:00 Denver,38.624000549316406°F,,,,,,
2017-04-28T19:15:00-06:00 Denver,38.24599838256836°F,,,,,,
2017-04-28T19:20:00-06:00 Denver,37.70600128173828°F,,,,,,
2017-04-28T19:25:00-06:00 Denver,37.5620002746582°F,,,,,,
2017-04-28T19:30:00-06:00 Denver,37.5620002746582°F,,,,,,
2017-04-28T19:35:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-28T19:40:00-06:00 Denver,37.220001220703125°F,,,,,,
2017-04-28T19:45:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-28T19:50:00-06:00 Denver,37.05799865722656°F,,,,,,
2017-04-28T19:55:00-06:00 Denver,36.87799835205078°F,,,,,,
2017-04-28T20:00:00-06:00 Denver,36.82400131225586°F,,,,,,
2017-04-28T20:05:00-06:00 Denver,36.84199905395508°F,,,,,,
2017-04-28T20:10:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-28T20:15:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-28T20:20:00-06:00 Denver,36.91400146484375°F,,,,,,
2017-04-28T20:25:00-06:00 Denver,37.07600021362305°F,,,,,,
2017-04-28T20:30:00-06:00 Denver,37.11199951171875°F,,,,,,
2017-04-28T20:35:00-06:00 Denver,36.6619987487793°F,,,,,,
2017-04-28T20:40:00-06:00 Denver,36.284000396728516°F,,,,,,
2017-04-28T20:45:00-06:00 Denver,35.45600128173828°F,,,,,,
2017-04-28T20:50:00-06:00 Denver,34.95199966430664°F,,,,,,
2017-04-28T20:55:00-06:00 Denver,34.86199951171875°F,,,,,,
2017-04-28T21:00:00-06:00 Denver,35.02399826049805°F,,,,,,
2017-04-28T21:05:00-06:00 Denver,35.22200012207031°F,,,,,,
2017-04-28T21:10:00-06:00 Denver,35.22200012207031°F,,,,,,
2017-04-28T21:15:00-06:00 Denver,35.20399856567383°F,,,,,,
2017-04-28T21:20:00-06:00 Denver,35.29399871826172°F,,,,,,
2017-04-28T21:25:00-06:00 Denver,35.3120002746582°F,,,,,,
2017-04-28T21:30:00-06:00 Denver,35.2760009765625°F,,,,,,
2017-04-28T21:35:00-06:00 Denver,35.3120002746582°F,,,,,,
2017-04-28T21:40:00-06:00 Denver,35.94200134277344°F,,,,,,
2017-04-28T21:45:00-06:00 Denver,36.21200180053711°F,,,,,,
2017-04-28T21:50:00-06:00 Denver,36.5359992980957°F,,,,,,
2017-04-28T21:55:00-06:00 Denver,36.805999755859375°F,,,,,,
2017-04-28T22:00:00-06:00 Denver,36.91400146484375°F,,,,,,
2017-04-28T22:05:00-06:00 Denver,37.07600021362305°F,,,,,,
2017-04-28T22:10:00-06:00 Denver,37.16600036621094°F,,,,,,
2017-04-28T22:15:00-06:00 Denver,36.93199920654297°F,,,,,,
2017-04-28T22:20:00-06:00 Denver,37.07600021362305°F,,,,,,
2017-04-28T22:25:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-28T22:30:00-06:00 Denver,36.95000076293945°F,,,,,,
2017-04-28T22:35:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-28T22:40:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-28T22:45:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-28T22:50:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-28T22:55:00-06:00 Denver,36.44599914550781°F,,,,,,
2017-04-28T23:00:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-28T23:05:00-06:00 Denver,37.07600021362305°F,,,,,,
2017-04-28T23:10:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-28T23:15:00-06:00 Denver,37.25600051879883°F,,,,,,
2017-04-28T23:20:00-06:00 Denver,37.25600051879883°F,,,,,,
2017-04-28T23:25:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-28T23:30:00-06:00 Denver,37.02199935913086°F,,,,,,
2017-04-28T23:35:00-06:00 Denver,36.82400131225586°F,,,,,,
2017-04-28T23:40:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-28T23:45:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-28T23:50:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-28T23:55:00-06:00 Denver,37.183998107910156°F,,,,,,
2017-04-29T00:00:00-06:00 Denver,37.237998962402344°F,,240.6340125401815A,-9.037003517150879kW,249.83041985829672A,212.65495204925537A,0kWh
2017-04-29T00:05:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-29T00:10:00-06:00 Denver,36.986000061035156°F,,,,,,
2017-04-29T00:15:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-29T00:20:00-06:00 Denver,37.16600036621094°F,,,,,,
2017-04-29T00:25:00-06:00 Denver,37.43600082397461°F,,,,,,
2017-04-29T00:30:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-29T01:35:00-06:00 Denver,36.35599899291992°F,,,,,,
2017-04-29T01:40:00-06:00 Denver,36.428001403808594°F,,,,,,
2017-04-29T01:45:00-06:00 Denver,36.481998443603516°F,,,,,,
2017-04-29T01:50:00-06:00 Denver,36.428001403808594°F,,,,,,
2017-04-29T01:55:00-06:00 Denver,36.518001556396484°F,,,,,,
2017-04-29T02:00:00-06:00 Denver,36.4640007019043°F,,,,,,
2017-04-29T02:05:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-29T02:10:00-06:00 Denver,36.571998596191406°F,,,,,,
2017-04-29T02:15:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-29T02:20:00-06:00 Denver,36.571998596191406°F,,,,,,
2017-04-29T02:25:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-29T02:30:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-29T02:35:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-29T02:40:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-29T02:45:00-06:00 Denver,36.518001556396484°F,,,,,,
2017-04-29T02:50:00-06:00 Denver,36.55400085449219°F,,,,,,
2017-04-29T02:55:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-29T03:00:00-06:00 Denver,36.391998291015625°F,,,,,,
2017-04-29T03:05:00-06:00 Denver,36.44599914550781°F,,,,,,
2017-04-29T03:10:00-06:00 Denver,36.17599868774414°F,,,,,,
2017-04-29T03:15:00-06:00 Denver,36.08599853515625°F,,,,,,
2017-04-29T03:20:00-06:00 Denver,36.013999938964844°F,,,,,,
2017-04-29T03:25:00-06:00 Denver,36.04999923706055°F,,,,,,
2017-04-29T03:30:00-06:00 Denver,36.06800079345703°F,,,,,,
2017-04-29T03:35:00-06:00 Denver,35.94200134277344°F,,,,,,
2017-04-29T03:40:00-06:00 Denver,35.70800018310547°F,,,,,,
2017-04-29T03:45:00-06:00 Denver,35.257999420166016°F,,,,,,
2017-04-29T03:50:00-06:00 Denver,35.90599822998047°F,,,,,,
2017-04-29T03:55:00-06:00 Denver,35.79800033569336°F,,,,,,
2017-04-29T04:00:00-06:00 Denver,36.35599899291992°F,,,,,,
2017-04-29T04:05:00-06:00 Denver,36.374000549316406°F,,,,,,
2017-04-29T04:10:00-06:00 Denver,36.17599868774414°F,,,,,,
2017-04-29T04:15:00-06:00 Denver,36.428001403808594°F,,,,,,
2017-04-29T04:20:00-06:00 Denver,36.68000030517578°F,,,,,,
2017-04-29T04:25:00-06:00 Denver,36.805999755859375°F,,,,,,
2017-04-29T04:30:00-06:00 Denver,36.73400115966797°F,,,,,,
2017-04-29T04:35:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-29T04:40:00-06:00 Denver,36.3380012512207°F,,,,,,
2017-04-29T04:45:00-06:00 Denver,36.26599884033203°F,,,,,,
2017-04-29T04:50:00-06:00 Denver,36.5359992980957°F,,,,,,
2017-04-29T04:55:00-06:00 Denver,36.3380012512207°F,,,,,,
2017-04-29T05:00:00-06:00 Denver,36.013999938964844°F,,,,,,
2017-04-29T05:05:00-06:00 Denver,35.88800048828125°F,,,,,,
2017-04-29T05:10:00-06:00 Denver,36.698001861572266°F,,,,,,
2017-04-29T05:15:00-06:00 Denver,36.06800079345703°F,,,,,,
2017-04-29T05:20:00-06:00 Denver,35.599998474121094°F,,,,,,
2017-04-29T05:25:00-06:00 Denver,35.3120002746582°F,,,,,,
2017-04-29T05:30:00-06:00 Denver,35.402000427246094°F,,,,,,
2017-04-29T05:35:00-06:00 Denver,35.5099983215332°F,,,,,,
2017-04-29T05:40:00-06:00 Denver,35.38399887084961°F,,,,,,
2017-04-29T05:45:00-06:00 Denver,35.2760009765625°F,,,,,,
2017-04-29T05:50:00-06:00 Denver,35.150001525878906°F,,,,,,
2017-04-29T05:55:00-06:00 Denver,35.257999420166016°F,,,,,,
2017-04-29T06:00:00-06:00 Denver,35.257999420166016°F,,,,,,
2017-04-29T06:05:00-06:00 Denver,35.29399871826172°F,,,,,,
2017-04-29T06:10:00-06:00 Denver,35.347999572753906°F,,,,,,
2017-04-29T06:15:00-06:00 Denver,35.257999420166016°F,,,,,,
2017-04-29T06:20:00-06:00 Denver,35.402000427246094°F,,,,,,
2017-04-29T06:25:00-06:00 Denver,35.61800003051758°F,,,,,,
2017-04-29T06:30:00-06:00 Denver,35.56399917602539°F,,,,,,
2017-04-29T06:35:00-06:00 Denver,35.54600143432617°F,,,,,,
2017-04-29T06:40:00-06:00 Denver,35.689998626708984°F,,,,,,
2017-04-29T06:45:00-06:00 Denver,35.689998626708984°F,,,,,,
2017-04-29T06:50:00-06:00 Denver,35.56399917602539°F,,,,,,
2017-04-29T06:55:00-06:00 Denver,35.582000732421875°F,,,,,,
2017-04-29T07:00:00-06:00 Denver,35.70800018310547°F,,,,,,
2017-04-29T07:05:00-06:00 Denver,35.779998779296875°F,,,,,,
2017-04-29T07:10:00-06:00 Denver,35.83399963378906°F,,,,,,
2017-04-29T07:15:00-06:00 Denver,35.99599838256836°F,,,,,,
2017-04-29T07:20:00-06:00 Denver,36.284000396728516°F,,,,,,
2017-04-29T07:25:00-06:00 Denver,36.4640007019043°F,,,,,,
2017-04-29T07:30:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-29T07:35:00-06:00 Denver,36.55400085449219°F,,,,,,
2017-04-29T07:40:00-06:00 Denver,36.24800109863281°F,,,,,,
2017-04-29T07:45:00-06:00 Denver,36.194000244140625°F,,,,,,
2017-04-29T07:50:00-06:00 Denver,36.391998291015625°F,,,,,,
2017-04-29T07:55:00-06:00 Denver,36.608001708984375°F,,,,,,
2017-04-29T08:00:00-06:00 Denver,36.715999603271484°F,,,,,,
2017-04-29T08:05:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-29T08:10:00-06:00 Denver,36.73400115966797°F,,,,,,
2017-04-29T08:15:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-29T08:20:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-29T08:25:00-06:00 Denver,36.95000076293945°F,,,,,,
2017-04-29T08:30:00-06:00 Denver,37.05799865722656°F,,,,,,
2017-04-29T08:35:00-06:00 Denver,37.09400177001953°F,,,,,,
2017-04-29T08:40:00-06:00 Denver,37.220001220703125°F,,,,,,
2017-04-29T08:45:00-06:00 Denver,37.43600082397461°F,,,,,,
2017-04-29T08:50:00-06:00 Denver,37.63399887084961°F,,,,,,
2017-04-29T08:55:00-06:00 Denver,37.81399917602539°F,,,,,,
2017-04-29T09:00:00-06:00 Denver,38.24599838256836°F,,,,,,
2017-04-29T09:05:00-06:00 Denver,38.49800109863281°F,,,,,,
2017-04-29T09:10:00-06:00 Denver,39.03799819946289°F,,,,,,
2017-04-29T09:15:00-06:00 Denver,39.00199890136719°F,,,,,,
2017-04-29T09:20:00-06:00 Denver,39.433998107910156°F,,,,,,
2017-04-29T09:25:00-06:00 Denver,39.560001373291016°F,,,,,,
2017-04-29T09:30:00-06:00 Denver,39.50600051879883°F,,,,,,
2017-04-29T09:40:00-06:00 Denver,39.9739990234375°F,,,,,,
2017-04-29T09:45:00-06:00 Denver,40.47800064086914°F,,,,,,
2017-04-29T09:50:00-06:00 Denver,40.801998138427734°F,,,,,,
2017-04-29T09:55:00-06:00 Denver,41.43199920654297°F,,,,,,
2017-04-29T10:00:00-06:00 Denver,42.31399917602539°F,,,,,,
2017-04-29T10:05:00-06:00 Denver,42.097999572753906°F,,,,,,
2017-04-29T10:10:00-06:00 Denver,42.763999938964844°F,,,,,,
2017-04-29T10:15:00-06:00 Denver,42.88999938964844°F,,,,,,
2017-04-29T10:20:00-06:00 Denver,43.736000061035156°F,,,,,,
2017-04-29T10:25:00-06:00 Denver,43.10599899291992°F,,,,,,
2017-04-29T10:30:00-06:00 Denver,42.79999923706055°F,,,,,,
2017-04-29T10:40:00-06:00 Denver,44.13199996948242°F,,,,,,
2017-04-29T10:45:00-06:00 Denver,44.33000183105469°F,,,,,,
2017-04-29T10:50:00-06:00 Denver,45.06800079345703°F,,,,,,
2017-04-29T10:55:00-06:00 Denver,45.21200180053711°F,,,,,,
2017-04-29T11:00:00-06:00 Denver,45.15800094604492°F,,,,,,
2017-04-29T11:05:00-06:00 Denver,45.24800109863281°F,,,,,,
2017-04-29T11:10:00-06:00 Denver,45.84199905395508°F,,,,,,
2017-04-29T11:15:00-06:00 Denver,46.05799865722656°F,,,,,,
2017-04-29T11:20:00-06:00 Denver,45.698001861572266°F,,,,,,
2017-04-29T11:25:00-06:00 Denver,46.327999114990234°F,,,,,,
2017-04-29T11:30:00-06:00 Denver,46.20199966430664°F,,,,,,
2017-04-29T11:40:00-06:00 Denver,46.29199981689453°F,,,,,,
2017-04-29T11:45:00-06:00 Denver,46.507999420166016°F,,,,,,
2017-04-29T11:50:00-06:00 Denver,47.119998931884766°F,,,,,,
2017-04-29T11:55:00-06:00 Denver,47.29999923706055°F,,,,,,
2017-04-29T12:00:00-06:00 Denver,47.354000091552734°F,,,,,,
2017-04-29T12:05:00-06:00 Denver,48.59600067138672°F,,,,,,
2017-04-29T12:10:00-06:00 Denver,50.018001556396484°F,,,,,,
2017-04-29T12:15:00-06:00 Denver,50.630001068115234°F,,,,,,
2017-04-29T12:20:00-06:00 Denver,49.801998138427734°F,,,,,,
2017-04-29T12:25:00-06:00 Denver,50.41400146484375°F,,,,,,
2017-04-29T12:30:00-06:00 Denver,48.70399856567383°F,,,,,,
2017-04-29T12:35:00-06:00 Denver,48.25400161743164°F,,,,,,
2017-04-29T12:40:00-06:00 Denver,48.34400177001953°F,,,,,,
2017-04-29T12:45:00-06:00 Denver,48.52399826049805°F,,,,,,
2017-04-29T12:50:00-06:00 Denver,49.24399948120117°F,,,,,,
2017-04-29T12:55:00-06:00 Denver,47.641998291015625°F,,,,,,
2017-04-29T13:00:00-06:00 Denver,50.61199951171875°F,,,,,,
2017-04-29T13:05:00-06:00 Denver,51.58399963378906°F,,,,,,
2017-04-29T13:10:00-06:00 Denver,52.82600021362305°F,,,,,,
2017-04-29T13:15:00-06:00 Denver,52.62799835205078°F,,,,,,
2017-04-29T13:20:00-06:00 Denver,52.465999603271484°F,,,,,,
2017-04-29T13:25:00-06:00 Denver,52.68199920654297°F,,,,,,
2017-04-29T13:30:00-06:00 Denver,51.96200180053711°F,,,,,,
2017-04-29T13:40:00-06:00 Denver,49.81999969482422°F,,,,,,
2017-04-29T13:45:00-06:00 Denver,51.097999572753906°F,,,,,,
2017-04-29T13:50:00-06:00 Denver,53.2760009765625°F,,,,,,
2017-04-29T13:55:00-06:00 Denver,52.77199935913086°F,,,,,,
2017-04-29T14:00:00-06:00 Denver,51.78200149536133°F,,,,,,
2017-04-29T14:05:00-06:00 Denver,49.54999923706055°F,,,,,,
2017-04-29T14:10:00-06:00 Denver,53.077999114990234°F,,,,,,
2017-04-29T14:15:00-06:00 Denver,53.29399871826172°F,,,,,,
2017-04-29T14:20:00-06:00 Denver,54.04999923706055°F,,,,,,
2017-04-29T14:25:00-06:00 Denver,55.79600143432617°F,,,,,,
2017-04-29T14:30:00-06:00 Denver,55.02199935913086°F,,,,,,
2017-04-29T14:40:00-06:00 Denver,54.895999908447266°F,,,,,,
2017-04-29T14:45:00-06:00 Denver,54.5359992980957°F,,,,,,
2017-04-29T14:50:00-06:00 Denver,51.67399978637695°F,,,,,,
2017-04-29T14:55:00-06:00 Denver,52.555999755859375°F,,,,,,
2017-04-29T15:00:00-06:00 Denver,51.69200134277344°F,,,,,,
2017-04-29T15:05:00-06:00 Denver,49.81999969482422°F,,,,,,
2017-04-29T15:10:00-06:00 Denver,49.8380012512207°F,,,,,,
2017-04-29T15:15:00-06:00 Denver,50.395999908447266°F,,,,,,
2017-04-29T15:20:00-06:00 Denver,50.45000076293945°F,,,,,,
2017-04-29T15:25:00-06:00 Denver,52.0880012512207°F,,,,,,
2017-04-29T15:30:00-06:00 Denver,52.91600036621094°F,,,,,,
2017-04-29T15:40:00-06:00 Denver,54.5°F,,,,,,
2017-04-29T15:45:00-06:00 Denver,56.04800033569336°F,,,,,,
2017-04-29T15:50:00-06:00 Denver,54.55400085449219°F,,,,,,
2017-04-29T15:55:00-06:00 Denver,53.492000579833984°F,,,,,,
2017-04-29T16:00:00-06:00 Denver,54.21200180053711°F,,,,,,
2017-04-29T16:05:00-06:00 Denver,53.257999420166016°F,,,,,,
2017-04-29T16:10:00-06:00 Denver,52.0880012512207°F,,,,,,
2017-04-29T16:15:00-06:00 Denver,52.57400131225586°F,,,,,,
2017-04-29T16:20:00-06:00 Denver,53.20399856567383°F,,,,,,
2017-04-29T16:25:00-06:00 Denver,50.61199951171875°F,,,,,,
2017-04-29T16:30:00-06:00 Denver,50.88199996948242°F,,,,,,
2017-04-29T16:35:00-06:00 Denver,50.827999114990234°F,,,,,,
2017-04-29T16:40:00-06:00 Denver,52.970001220703125°F,,,,,,
2017-04-29T16:45:00-06:00 Denver,52.141998291015625°F,,,,,,
2017-04-29T16:50:00-06:00 Denver,51.97999954223633°F,,,,,,
2017-04-29T16:55:00-06:00 Denver,52.178001403808594°F,,,,,,
2017-04-29T17:00:00-06:00 Denver,55.11199951171875°F,,,,,,
2017-04-29T17:05:00-06:00 Denver,56.9119987487793°F,,,,,,
2017-04-29T17:10:00-06:00 Denver,55.95800018310547°F,,,,,,
2017-04-29T17:15:00-06:00 Denver,56.17399978637695°F,,,,,,
2017-04-29T17:20:00-06:00 Denver,56.5880012512207°F,,,,,,
2017-04-29T17:25:00-06:00 Denver,55.922000885009766°F,,,,,,
2017-04-29T17:30:00-06:00 Denver,56.33599853515625°F,,,,,,
2017-04-29T17:40:00-06:00 Denver,54.518001556396484°F,,,,,,
2017-04-29T17:45:00-06:00 Denver,56.89400100708008°F,,,,,,
2017-04-29T17:50:00-06:00 Denver,56.22800064086914°F,,,,,,
2017-04-29T17:55:00-06:00 Denver,55.7239990234375°F,,,,,,
2017-04-29T18:00:00-06:00 Denver,55.25600051879883°F,,,,,,
2017-04-29T18:05:00-06:00 Denver,52.448001861572266°F,,,,,,
2017-04-29T18:10:00-06:00 Denver,51.619998931884766°F,,,,,,
2017-04-29T18:15:00-06:00 Denver,54.805999755859375°F,,,,,,
2017-04-29T18:20:00-06:00 Denver,53.150001525878906°F,,,,,,
2017-04-29T18:25:00-06:00 Denver,52.66400146484375°F,,,,,,
2017-04-29T18:30:00-06:00 Denver,53.94200134277344°F,,,,,,
2017-04-29T18:35:00-06:00 Denver,52.84400177001953°F,,,,,,
2017-04-29T18:40:00-06:00 Denver,53.90599822998047°F,,,,,,
2017-04-29T18:45:00-06:00 Denver,54.84199905395508°F,,,,,,
2017-04-29T18:50:00-06:00 Denver,51.529998779296875°F,,,,,,
2017-04-29T18:55:00-06:00 Denver,50.9900016784668°F,,,,,,
2017-04-29T19:00:00-06:00 Denver,51.04399871826172°F,,,,,,
2017-04-29T19:05:00-06:00 Denver,51.763999938964844°F,,,,,,
2017-04-29T19:10:00-06:00 Denver,50.917999267578125°F,,,,,,
2017-04-29T19:15:00-06:00 Denver,51.04399871826172°F,,,,,,
2017-04-29T19:20:00-06:00 Denver,52.62799835205078°F,,,,,,
2017-04-29T19:25:00-06:00 Denver,54.013999938964844°F,,,,,,
2017-04-29T19:30:00-06:00 Denver,54.06800079345703°F,,,,,,
2017-04-29T19:35:00-06:00 Denver,53.97800064086914°F,,,,,,
2017-04-29T19:40:00-06:00 Denver,53.4379997253418°F,,,,,,
2017-04-29T19:45:00-06:00 Denver,53.150001525878906°F,,,,,,
2017-04-29T19:50:00-06:00 Denver,53.09600067138672°F,,,,,,
2017-04-29T19:55:00-06:00 Denver,51.944000244140625°F,,,,,,
2017-04-29T20:00:00-06:00 Denver,50.32400131225586°F,,,,,,
2017-04-29T20:05:00-06:00 Denver,48.577999114990234°F,,,,,,
2017-04-29T20:10:00-06:00 Denver,47.9119987487793°F,,,,,,
2017-04-29T20:15:00-06:00 Denver,47.42599868774414°F,,,,,,
2017-04-29T20:20:00-06:00 Denver,47.37200164794922°F,,,,,,
2017-04-29T20:25:00-06:00 Denver,46.70600128173828°F,,,,,,
2017-04-29T20:30:00-06:00 Denver,46.02199935913086°F,,,,,,
2017-04-29T20:40:00-06:00 Denver,45.35599899291992°F,,,,,,
2017-04-29T20:45:00-06:00 Denver,44.94200134277344°F,,,,,,
2017-04-29T20:50:00-06:00 Denver,44.54600143432617°F,,,,,,
2017-04-29T20:55:00-06:00 Denver,43.95199966430664°F,,,,,,
2017-04-29T21:00:00-06:00 Denver,43.82600021362305°F,,,,,,
2017-04-29T21:05:00-06:00 Denver,44.347999572753906°F,,,,,,
2017-04-29T21:10:00-06:00 Denver,43.95199966430664°F,,,,,,
2017-04-29T21:15:00-06:00 Denver,43.448001861572266°F,,,,,,
2017-04-29T21:20:00-06:00 Denver,43.0880012512207°F,,,,,,
2017-04-29T21:25:00-06:00 Denver,42.79999923706055°F,,,,,,
2017-04-29T21:30:00-06:00 Denver,43.2140007019043°F,,,,,,
2017-04-29T21:35:00-06:00 Denver,43.59199905395508°F,,,,,,
2017-04-29T21:40:00-06:00 Denver,43.53799819946289°F,,,,,,
2017-04-29T21:45:00-06:00 Denver,43.141998291015625°F,,,,,,
2017-04-29T21:50:00-06:00 Denver,42.97999954223633°F,,,,,,
2017-04-29T21:55:00-06:00 Denver,42.96200180053711°F,,,,,,
2017-04-29T22:00:00-06:00 Denver,43.231998443603516°F,,,,,,
2017-04-29T22:05:00-06:00 Denver,43.19599914550781°F,,,,,,
2017-04-29T22:10:00-06:00 Denver,43.34000015258789°F,,,,,,
2017-04-29T22:15:00-06:00 Denver,43.231998443603516°F,,,,,,
2017-04-29T22:20:00-06:00 Denver,42.99800109863281°F,,,,,,
2017-04-29T22:25:00-06:00 Denver,42.566001892089844°F,,,,,,
