Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1050,1000-1999,Other,1,ASTR - Astronomy,2
1050,1000-1999,W,1,ASTR - Astronomy,2
1050,1000-1999,E,1,ASTR - Astronomy,6
1050,1000-1999,D,1,ASTR - Astronomy,6
1050,1000-1999,C,1,ASTR - Astronomy,26
1050,1000-1999,B,1,ASTR - Astronomy,40
1050,1000-1999,A,1,ASTR - Astronomy,30
1060,1000-1999,W,1,ASTR - Astronomy,4
1060,1000-1999,E,1,ASTR - Astronomy,12
1060,1000-1999,D,1,ASTR - Astronomy,6
1060,1000-1999,C,1,ASTR - Astronomy,22
1060,1000-1999,B,1,ASTR - Astronomy,9
1060,1000-1999,A,1,ASTR - Astronomy,11
1080,1000-1999,Other,1,ASTR - Astronomy,8
1080,1000-1999,W,1,ASTR - Astronomy,2
1080,1000-1999,E,1,ASTR - Astronomy,2
1080,1000-1999,D,1,ASTR - Astronomy,8
1080,1000-1999,C,1,ASTR - Astronomy,11
1080,1000-1999,B,1,ASTR - Astronomy,20
1080,1000-1999,A,1,ASTR - Astronomy,15
2060,2000-2999,B,1,ASTR - Astronomy,ds
2060,2000-2999,A,1,ASTR - Astronomy,ds
2500,2000-2999,C,1,ASTR - Astronomy,1
2500,2000-2999,B,1,ASTR - Astronomy,7
2500,2000-2999,A,1,ASTR - Astronomy,12
4060,4000-4999,B,1,ASTR - Astronomy,1
4060,4000-4999,A,1,ASTR - Astronomy,9
4070,4000-4999,B,1,ASTR - Astronomy,ds
4070,4000-4999,A,1,ASTR - Astronomy,ds
5580,5000-5999,Other,1,ASTR - Astronomy,1
5580,5000-5999,B,1,ASTR - Astronomy,3
5580,5000-5999,A,1,ASTR - Astronomy,2
1006,1000-1999,W,1,BIOL - Biology,2
1006,1000-1999,E,1,BIOL - Biology,1
1006,1000-1999,D,1,BIOL - Biology,1
1006,1000-1999,C,1,BIOL - Biology,6
1006,1000-1999,B,1,BIOL - Biology,24
1006,1000-1999,A,1,BIOL - Biology,39
1010,1000-1999,Other,1,BIOL - Biology,2
1010,1000-1999,W,1,BIOL - Biology,7
1010,1000-1999,E,1,BIOL - Biology,9
1010,1000-1999,D,1,BIOL - Biology,1
1010,1000-1999,C,1,BIOL - Biology,7
1010,1000-1999,B,1,BIOL - Biology,28
1010,1000-1999,A,1,BIOL - Biology,37
1030,1000-1999,W,302,BIOL - Biology,1
1030,1000-1999,E,302,BIOL - Biology,1
1030,1000-1999,E,301,BIOL - Biology,3
1030,1000-1999,D,302,BIOL - Biology,1
1030,1000-1999,D,301,BIOL - Biology,1
1030,1000-1999,C,302,BIOL - Biology,2
1030,1000-1999,C,301,BIOL - Biology,1
1030,1000-1999,B,302,BIOL - Biology,2
1030,1000-1999,B,301,BIOL - Biology,4
1030,1000-1999,A,302,BIOL - Biology,5
1030,1000-1999,A,301,BIOL - Biology,5
1210,1000-1999,Other,4,BIOL - Biology,1
1210,1000-1999,Other,3,BIOL - Biology,1
1210,1000-1999,Other,2,BIOL - Biology,1
1210,1000-1999,W,71,BIOL - Biology,4
1210,1000-1999,W,70,BIOL - Biology,7
