,game,shot,home/away,made/missed,period,shooter,shooter_name,distance,shot_type,assist,left,top,ThreePt
0,1,0,0,0,1,4011,Ricky Rubio,17-foot,pullup jump shot,,76.66666666666667,58.0,0
1,1,1,0,1,1,2968436,Joe Ingles,24-foot,three point shot,Donovan Mitchell,90.0,2.0,1
2,1,2,0,1,1,3908809,Donovan Mitchell,,dunk ,Ricky Rubio,94.44444444444444,50.0,0
3,1,3,0,1,1,3032976,Rudy Gobert,,dunk ,Derrick Favors,95.55555555555556,50.0,0
4,1,4,0,0,1,4011,Ricky Rubio,,two point shot,,95.55555555555556,52.0,0
5,1,5,0,1,1,3908809,Donovan Mitchell,7-foot,driving floating jump shot,,87.77777777777777,48.0,0
6,1,6,0,1,1,3908809,Donovan Mitchell,10-foot,driving floating jump shot,,84.44444444444444,48.0,0
7,1,7,0,0,1,4257,Derrick Favors,,alley oop layup,,94.44444444444444,52.0,0
8,1,8,0,0,1,4257,Derrick Favors,2-foot,layup,,94.44444444444444,48.0,0
9,1,9,0,1,1,3908809,Donovan Mitchell,26-foot,three pointer,,68.88888888888889,28.0,1
10,1,10,0,0,1,4257,Derrick Favors,11-foot,jumper,,83.33333333333334,48.0,0
11,1,11,0,1,1,3032976,Rudy Gobert,,dunk ,Derrick Favors,96.66666666666667,50.0,0
12,1,12,0,0,1,4011,Ricky Rubio,11-foot,pullup jump shot,,88.88888888888889,68.0,0
13,1,13,0,0,1,3908809,Donovan Mitchell,14-foot,pullup jump shot,,88.88888888888889,76.0,0
14,1,14,0,0,1,4011,Ricky Rubio,,pullup jump shot,,75.55555555555556,50.0,0
15,1,15,0,0,1,3908809,Donovan Mitchell,25-foot,three point pullup jump shot,,67.77777777777777,42.00000000000001,1
16,1,16,0,0,1,6581,Jae Crowder,26-foot,three point pullup jump shot,,67.77777777777777,36.0,1
17,1,17,0,1,1,4011,Ricky Rubio,11-foot,two point shot,,90.0,70.0,0
18,1,21,0,1,1,3102528,Dante Exum,,two point shot ,Donovan Mitchell,95.55555555555556,48.0,0
19,1,22,0,0,1,3102528,Dante Exum,,driving layup,,94.44444444444444,48.0,0
20,1,23,0,0,1,3998,Jonas Jerebko,25-foot,three point jumper,,82.22222222222223,6.0,1
21,1,24,0,1,1,4257,Derrick Favors,2-foot,layup,Dante Exum,94.44444444444444,48.0,0
22,1,26,0,0,2,3998,Jonas Jerebko,2-foot,layup,,93.33333333333333,52.0,0
23,1,27,0,1,2,6581,Jae Crowder,25-foot,three point jumper,Jonas Jerebko,72.22222222222223,78.0,1
24,1,28,0,0,2,6581,Jae Crowder,25-foot,three point pullup jump shot,,72.22222222222223,78.0,1
25,1,29,0,0,2,6581,Jae Crowder,1-foot,driving layup,,94.44444444444444,52.0,0
26,1,30,0,0,2,4011,Ricky Rubio,25-foot,three point jumper,,70.0,70.0,1
27,1,31,0,0,2,2968436,Joe Ingles,21-foot,pullup jump shot,,87.77777777777777,10.0,0
28,1,32,0,0,2,4011,Ricky Rubio,25-foot,three point jumper,,67.77777777777777,48.0,1
29,1,37,0,1,2,4011,Ricky Rubio,9-foot,two point shot,,92.22222222222223,68.0,0
30,1,38,0,0,2,4011,Ricky Rubio,12-foot,two point shot,,88.88888888888889,72.0,0
31,1,39,0,0,2,2583632,Royce O,24-foot,three point jumper,,73.33333333333333,78.0,1
32,1,40,0,1,2,3032976,Rudy Gobert,,two point shot,,95.55555555555556,50.0,0
33,1,41,0,0,2,3908809,Donovan Mitchell,,driving layup,,95.55555555555556,54.0,0
34,1,44,0,1,2,3908809,Donovan Mitchell,,driving layup ,Jae Crowder,94.44444444444444,52.0,0
35,1,47,0,1,2,3032976,Rudy Gobert,,dunk ,Ricky Rubio,94.44444444444444,50.0,0
36,1,48,0,0,2,3908809,Donovan Mitchell,25-foot,three point jumper,,71.11111111111111,74.0,1
37,1,49,0,0,2,3908809,Donovan Mitchell,27-foot,three point jumper,,76.66666666666667,10.0,1
38,1,50,0,1,2,4011,Ricky Rubio,,driving layup,,95.55555555555556,52.0,0
39,1,51,0,1,2,4011,Ricky Rubio,,driving layup,,94.44444444444444,52.0,0
40,1,52,0,0,2,4011,Ricky Rubio,19-foot,pullup jump shot,,76.66666666666667,64.0,0
41,1,53,0,1,2,6581,Jae Crowder,25-foot,three pointer,Rudy Gobert,71.11111111111111,72.0,1
42,1,54,0,0,2,2968436,Joe Ingles,23-foot,two point shot,,76.66666666666667,80.0,0
43,1,55,0,0,2,6581,Jae Crowder,,running pullup jump shot,,75.55555555555556,34.0,0
44,1,56,0,1,3,3908809,Donovan Mitchell,31-foot,three pointer,Ricky Rubio,63.333333333333336,74.0,1
45,1,57,0,0,3,2968436,Joe Ingles,27-foot,three point jumper,,70.0,78.0,1
46,1,58,0,1,3,2968436,Joe Ingles,,driving layup,,94.44444444444444,50.0,0
47,1,59,0,0,3,4011,Ricky Rubio,,two point shot,,93.33333333333333,50.0,0
48,1,60,0,1,3,2968436,Joe Ingles,9-foot,driving floating jump shot,Derrick Favors,86.66666666666667,58.0,0
49,1,61,0,0,3,3908809,Donovan Mitchell,,driving layup,,93.33333333333333,52.0,0
50,1,62,0,1,3,2968436,Joe Ingles,25-foot,three point jumper,Ricky Rubio,76.66666666666667,12.0,1
51,1,63,0,0,3,4011,Ricky Rubio,26-foot,three point pullup jump shot,,67.77777777777777,40.0,1
52,1,64,0,1,3,4011,Ricky Rubio,16-foot,pullup jump shot,,81.11111111111111,68.0,0
53,1,67,0,0,3,3908809,Donovan Mitchell,13-foot,pullup jump shot,,81.11111111111111,48.0,0
54,1,68,0,0,3,4257,Derrick Favors,,layup,,94.44444444444444,50.0,0
55,1,69,0,1,3,3908809,Donovan Mitchell,,two point shot,,94.44444444444444,50.0,0
56,1,70,0,1,3,3908809,Donovan Mitchell,26-foot,three pointer,Jae Crowder,72.22222222222223,22.0,1
57,1,71,0,0,3,3908809,Donovan Mitchell,27-foot,three point pullup jump shot,,75.55555555555556,12.0,1
58,1,72,0,0,3,3908809,Donovan Mitchell,,driving layup,,93.33333333333333,52.0,0
59,1,73,0,0,3,3908809,Donovan Mitchell,,driving floating jump shot,,87.77777777777777,54.0,0
60,1,74,0,1,3,3908809,Donovan Mitchell,,two point shot,,93.33333333333333,50.0,0
61,1,79,0,0,4,2968436,Joe Ingles,24-foot,three point jumper,,93.33333333333333,96.0,1
62,1,80,0,1,4,3102528,Dante Exum,,driving layup,,94.44444444444444,48.0,0
63,1,81,0,1,4,3102528,Dante Exum,,driving layup,,94.44444444444444,50.0,0
64,1,82,0,1,4,3102528,Dante Exum,,driving layup,,93.33333333333333,52.0,0
65,1,83,0,1,4,3032976,Rudy Gobert,6-foot,hook shot,Joe Ingles,88.88888888888889,48.0,0
66,1,84,0,1,4,6581,Jae Crowder,25-foot,three pointer,,67.77777777777777,40.0,1
67,1,85,0,0,4,6581,Jae Crowder,,three point jumper,,95.55555555555556,2.5,1
68,1,86,0,1,4,3908809,Donovan Mitchell,15-foot,pullup jump shot,,83.33333333333334,72.0,0
69,1,87,0,0,4,4011,Ricky Rubio,20-foot,jumper,,76.66666666666667,32.0,0
70,1,88,0,1,4,4257,Derrick Favors,2-foot,layup,Donovan Mitchell,94.44444444444444,54.0,0
71,1,89,0,1,4,3908809,Donovan Mitchell,,driving layup,,95.55555555555556,48.0,0
72,1,90,0,1,4,4257,Derrick Favors,,driving dunk,,94.44444444444444,50.0,0
73,1,91,0,0,4,3908809,Donovan Mitchell,5-foot,driving layup,,92.22222222222223,42.00000000000001,0
74,1,92,0,0,4,4011,Ricky Rubio,,driving floating jump shot,,85.55555555555556,58.0,0
75,1,93,0,0,4,3032976,Rudy Gobert,,tip shot,,95.55555555555556,50.0,0
76,1,94,0,1,4,2968436,Joe Ingles,26-foot,three point jumper,Ricky Rubio,71.11111111111111,78.0,1
77,1,95,0,0,4,4011,Ricky Rubio,,driving layup,,95.55555555555556,52.0,0
78,1,96,0,0,4,3032976,Rudy Gobert,,tip shot,,95.55555555555556,50.0,0
79,1,97,0,1,4,3032976,Rudy Gobert,,dunk,,95.55555555555556,50.0,0
80,1,98,0,0,4,6581,Jae Crowder,23-foot,three point shot,,94.44444444444444,96.0,1
81,1,99,0,1,4,6429,Alec Burks,22-foot,pullup jump shot,,78.88888888888889,80.0,0
82,1,102,0,1,4,6429,Alec Burks,,three point jumper ,Dante Exum,94.44444444444444,96.0,1
83,1,103,0,1,4,6429,Alec Burks,,driving layup,,94.44444444444444,52.0,0
84,1,104,0,1,4,6429,Alec Burks,27-foot,three pointer,,66.66666666666667,62.0,1
85,1,105,0,0,4,6581,Jae Crowder,26-foot,three point jumper,,68.88888888888889,28.0,1
86,1,106,0,0,4,3102528,Dante Exum,,driving layup,,94.44444444444444,46.0,0
87,2,0,0,1,1,3908809,Donovan Mitchell,,two point shot,,94.44444444444444,48.0,0
88,2,1,0,0,1,4257,Derrick Favors,8-foot,two point shot,,86.66666666666667,43.99999999999999,0
89,2,2,0,1,1,3032976,Rudy Gobert,,tip shot,,95.55555555555556,50.0,0
90,2,3,0,1,1,4257,Derrick Favors,22-foot,three point jumper,Ricky Rubio,96.66666666666667,94.0,1
91,2,4,0,1,1,3032976,Rudy Gobert,1-foot,dunk,Derrick Favors,94.44444444444444,52.0,0
92,2,5,0,0,1,3908809,Donovan Mitchell,,two point shot,,88.88888888888889,50.0,0
93,2,6,0,0,1,2968436,Joe Ingles,23-foot,three point jumper,,92.22222222222223,2.5,1
94,2,7,0,0,1,4257,Derrick Favors,23-foot,three point jumper,,92.22222222222223,2.5,1
95,2,8,0,1,1,3908809,Donovan Mitchell,,driving layup,,95.55555555555556,48.0,0
96,2,9,0,1,1,4257,Derrick Favors,6-foot,two point shot,Ricky Rubio,88.88888888888889,56.0,0
97,2,10,0,0,1,3908809,Donovan Mitchell,,driving layup,,94.44444444444444,52.0,0
98,2,11,0,0,1,4011,Ricky Rubio,12-foot,pullup jump shot,,84.44444444444444,38.0,0
99,2,14,0,0,1,6581,Jae Crowder,25-foot,three point jumper,,67.77777777777777,52.0,1
100,2,15,0,1,1,3908809,Donovan Mitchell,,layup ,Ricky Rubio,94.44444444444444,50.0,0
101,2,16,0,1,1,4011,Ricky Rubio,,driving layup,,94.44444444444444,48.0,0
102,2,19,0,0,1,4257,Derrick Favors,17-foot,jumper,,76.66666666666667,46.0,0
103,2,20,0,0,1,2583632,Royce O,25-foot,three point jumper,,67.77777777777777,43.99999999999999,1
104,2,21,0,0,1,3908809,Donovan Mitchell,27-foot,three point jumper,,67.77777777777777,30.0,1
105,2,22,0,0,1,4257,Derrick Favors,,two point shot,,94.44444444444444,52.0,0
106,2,23,0,0,1,3908809,Donovan Mitchell,,driving layup,,95.55555555555556,48.0,0
107,2,24,0,1,1,4257,Derrick Favors,,dunk,,94.44444444444444,48.0,0
108,2,25,0,0,1,3102528,Dante Exum,,driving layup,,95.55555555555556,48.0,0
109,2,26,0,0,1,2583632,Royce O,,driving layup,,88.88888888888889,48.0,0
110,2,27,0,1,1,4257,Derrick Favors,,two point shot,,92.22222222222223,50.0,0
111,2,28,0,1,1,3102528,Dante Exum,,two point shot,,95.55555555555556,48.0,0
112,2,29,0,0,2,3998,Jonas Jerebko,,driving layup,,86.66666666666667,38.0,0
113,2,30,0,1,2,3998,Jonas Jerebko,,tip shot,,95.55555555555556,50.0,0
114,2,31,0,1,2,2583632,Royce O,25-foot,three point jumper,Joe Ingles,67.77777777777777,48.0,1
115,2,32,0,0,2,3998,Jonas Jerebko,23-foot,three point jumper,,90.0,2.5,1
116,2,33,0,1,2,3998,Jonas Jerebko,1-foot,layup,Derrick Favors,94.44444444444444,48.0,0
117,2,34,0,0,2,2968436,Joe Ingles,27-foot,three point pullup jump shot,,67.77777777777777,26.0,1
118,2,37,0,0,2,3998,Jonas Jerebko,,driving layup,,95.55555555555556,48.0,0
119,2,38,0,1,2,4011,Ricky Rubio,25-foot,three point jumper,Rudy Gobert,81.11111111111111,92.0,1
120,2,39,0,1,2,2968436,Joe Ingles,23-foot,three point jumper,Ricky Rubio,93.33333333333333,6.0,1
121,2,40,0,0,2,3908809,Donovan Mitchell,23-foot,pullup jump shot,,84.44444444444444,92.0,0
122,2,43,0,1,2,3998,Jonas Jerebko,,dunk ,Donovan Mitchell,95.55555555555556,48.0,0
123,2,44,0,0,2,3032976,Rudy Gobert,,layup,,93.33333333333333,50.0,0
124,2,45,0,0,2,3998,Jonas Jerebko,23-foot,three point jumper,,96.66666666666667,96.0,1
125,2,48,0,1,2,3908809,Donovan Mitchell,,driving layup ,Ricky Rubio,95.55555555555556,48.0,0
126,2,49,0,1,2,3032976,Rudy Gobert,,alley oop dunk shot ,Ricky Rubio,95.55555555555556,48.0,0
127,2,50,0,0,2,3908809,Donovan Mitchell,27-foot,three point pullup jump shot,,65.55555555555556,52.0,1
128,2,51,0,1,2,4011,Ricky Rubio,25-foot,three point jumper,Joe Ingles,86.66666666666667,96.0,1
129,2,52,0,0,2,4011,Ricky Rubio,17-foot,pullup jump shot,,76.66666666666667,48.0,0
130,2,53,0,1,2,3998,Jonas Jerebko,,layup ,Derrick Favors,94.44444444444444,50.0,0
131,2,54,0,0,2,4011,Ricky Rubio,,pullup jump shot,,95.55555555555556,82.0,0
132,2,55,0,1,3,4257,Derrick Favors,,dunk ,Rudy Gobert,94.44444444444444,50.0,0
133,2,56,0,0,3,4257,Derrick Favors,8-foot,two point shot,,86.66666666666667,46.0,0
134,2,57,0,1,3,4257,Derrick Favors,15-foot,jumper,Ricky Rubio,83.33333333333334,28.0,0
135,2,58,0,0,3,2968436,Joe Ingles,23-foot,three point jumper,,94.44444444444444,2.5,1
136,2,59,0,0,3,3908809,Donovan Mitchell,26-foot,three point pullup jump shot,,71.11111111111111,24.0,1
137,2,60,0,0,3,4011,Ricky Rubio,16-foot,pullup jump shot,,77.77777777777777,43.99999999999999,0
138,2,61,0,1,3,4257,Derrick Favors,2-foot,layup,Rudy Gobert,96.66666666666667,48.0,0
139,2,62,0,0,3,2968436,Joe Ingles,,layup,,94.44444444444444,56.0,0
140,2,63,0,0,3,4011,Ricky Rubio,10-foot,pullup jump shot,,93.33333333333333,30.0,0
141,2,64,0,0,3,3032976,Rudy Gobert,,two point shot,,92.22222222222223,50.0,0
142,2,65,0,1,3,4257,Derrick Favors,23-foot,three point jumper,Ricky Rubio,94.44444444444444,2.5,1
143,2,68,0,1,3,4011,Ricky Rubio,22-foot,three point jumper,Jae Crowder,94.44444444444444,6.0,1
144,2,69,0,0,3,4011,Ricky Rubio,5-foot,pullup jump shot,,94.44444444444444,40.0,0
145,2,72,0,0,3,4011,Ricky Rubio,28-foot,three point jumper,,64.44444444444444,58.0,1
146,2,73,0,0,3,6581,Jae Crowder,,three point jumper,,95.55555555555556,96.0,1
147,2,74,0,0,3,6581,Jae Crowder,23-foot,three point jumper,,93.33333333333333,96.0,1
148,2,75,0,0,3,3102528,Dante Exum,,two point shot,,95.55555555555556,52.0,0
149,2,76,0,0,3,3908809,Donovan Mitchell,2-foot,driving layup,,94.44444444444444,46.0,0
150,2,77,0,0,3,3908809,Donovan Mitchell,,driving dunk,,94.44444444444444,50.0,0
151,2,78,0,0,3,4257,Derrick Favors,19-foot,jumper,,74.44444444444444,43.99999999999999,0
152,2,79,0,0,3,3908809,Donovan Mitchell,,driving floating jump shot,,86.66666666666667,46.0,0
153,2,82,0,1,3,3908809,Donovan Mitchell,,driving layup,,93.33333333333333,46.0,0
154,2,84,0,1,3,3908809,Donovan Mitchell,,dunk,,95.55555555555556,50.0,0
155,2,85,0,0,4,3908809,Donovan Mitchell,26-foot,step back jumpshot,,68.88888888888889,32.0,0
156,2,86,0,1,4,3998,Jonas Jerebko,,two point shot ,Dante Exum,94.44444444444444,52.0,0
157,2,91,0,1,4,3908809,Donovan Mitchell,11-foot,driving floating jump shot,,86.66666666666667,36.0,0
158,2,94,0,1,4,4011,Ricky Rubio,,three point jumper ,Jae Crowder,95.55555555555556,2.5,1
159,2,95,0,0,4,4011,Ricky Rubio,,driving layup,,93.33333333333333,50.0,0
160,2,96,0,1,4,3908809,Donovan Mitchell,,driving layup,,93.33333333333333,52.0,0
161,2,97,0,0,4,3908809,Donovan Mitchell,28-foot,three point pullup jump shot,,67.77777777777777,74.0,1
162,2,98,0,0,4,4011,Ricky Rubio,26-foot,three point jumper,,66.66666666666667,52.0,1
163,2,99,0,0,4,3908809,Donovan Mitchell,27-foot,three point pullup jump shot,,67.77777777777777,30.0,1
164,2,100,0,1,4,3908809,Donovan Mitchell,,layup ,Ricky Rubio,93.33333333333333,50.0,0
165,2,101,0,1,4,4011,Ricky Rubio,24-foot,three point jumper,Donovan Mitchell,91.11111111111111,96.0,1
166,2,102,0,0,4,4011,Ricky Rubio,26-foot,three point jumper,,80.0,92.0,1
167,2,103,0,0,4,3908809,Donovan Mitchell,2-foot,two point shot,,94.44444444444444,46.0,0
168,2,108,0,0,4,3908809,Donovan Mitchell,26-foot,three point pullup jump shot,,66.66666666666667,60.0,1
169,2,111,0,1,4,3908809,Donovan Mitchell,6-foot,driving floating jump shot,,90.0,54.0,0
170,2,112,0,0,4,2968436,Joe Ingles,20-foot,pullup jump shot,,76.66666666666667,28.0,0
171,3,0,1,1,1,3908809,Donovan Mitchell,,driving layup ,Ricky Rubio,90.22222222222223,46.0,0
172,3,1,1,0,1,2968436,Joe Ingles,24-foot,three point jumper,,90.22222222222223,98.0,1
173,3,2,1,1,1,3032976,Rudy Gobert,1-foot,dunk,Joe Ingles,92.44444444444444,48.0,0
174,3,3,1,1,1,2968436,Joe Ingles,,layup ,Ricky Rubio,92.44444444444444,46.0,0
175,3,4,1,1,1,4011,Ricky Rubio,19-foot,pullup jump shot,Joe Ingles,73.55555555555556,56.0,0
176,3,5,1,1,1,2968436,Joe Ingles,23-foot,three point jumper,Derrick Favors,92.44444444444444,4.0,1
177,3,6,1,1,1,4011,Ricky Rubio,15-foot,driving floating jump shot,Rudy Gobert,84.66666666666667,74.0,0
178,3,7,1,1,1,3908809,Donovan Mitchell,22-foot,three point jumper,Ricky Rubio,90.22222222222223,6.0,1
179,3,8,1,1,1,4257,Derrick Favors,2-foot,alley oop dunk shot,Ricky Rubio,91.33333333333333,48.0,0
180,3,9,1,1,1,3032976,Rudy Gobert,,layup ,Derrick Favors,92.44444444444444,48.0,0
181,3,10,1,0,1,3908809,Donovan Mitchell,25-foot,three point pullup jump shot,,68.0,26.0,1
182,3,11,1,0,1,3908809,Donovan Mitchell,25-foot,three point jumper,,65.77777777777777,40.0,1
183,3,12,1,0,1,3908809,Donovan Mitchell,7-foot,two point shot,,86.88888888888889,42.00000000000001,0
184,3,13,1,0,1,2583632,Royce O,28-foot,three point jumper,,74.66666666666667,92.0,1
185,3,14,1,1,1,6581,Jae Crowder,12-foot,pullup jump shot,,89.11111111111111,74.0,0
186,3,15,1,0,1,3908809,Donovan Mitchell,,driving layup,,91.33333333333333,43.99999999999999,0
187,3,16,1,0,1,3102528,Dante Exum,,driving layup,,91.33333333333333,56.0,0
188,3,17,1,0,1,2968436,Joe Ingles,26-foot,three point pullup jump shot,,75.77777777777777,10.0,1
189,3,18,1,0,1,6581,Jae Crowder,,three point jumper,,65.77777777777777,50.0,1
190,3,19,1,1,2,3102528,Dante Exum,,driving layup,,92.44444444444444,54.0,0
191,3,20,1,1,2,3102528,Dante Exum,10-foot,pullup jump shot,,88.0,68.0,0
192,3,21,1,0,2,3102528,Dante Exum,25-foot,three point jumper,,65.77777777777777,46.0,1
193,3,22,1,1,2,4257,Derrick Favors,3-foot,layup,Dante Exum,92.44444444444444,54.0,0
194,3,25,1,0,2,6581,Jae Crowder,26-foot,three point jumper,,69.11111111111111,78.0,1
195,3,26,1,1,2,6581,Jae Crowder,11-foot,two point shot,,86.88888888888889,68.0,0
196,3,27,1,1,2,3908809,Donovan Mitchell,,driving layup,,91.33333333333333,56.0,0
197,3,28,1,0,2,4011,Ricky Rubio,26-foot,three point jumper,,65.77777777777777,36.0,1
198,3,31,1,1,2,2583632,Royce O,25-foot,three point jumper,Ricky Rubio,80.22222222222223,94.0,1
199,3,32,1,0,2,4011,Ricky Rubio,25-foot,three point jumper,,65.77777777777777,43.99999999999999,1
200,3,35,1,1,2,4011,Ricky Rubio,13-foot,two point shot,,85.77777777777777,72.0,0
201,3,40,1,0,2,4011,Ricky Rubio,26-foot,three point jumper,,79.11111111111111,6.0,1
202,3,41,1,1,2,4011,Ricky Rubio,20-foot,jumper,,74.66666666666667,32.0,0
203,3,42,1,1,2,4011,Ricky Rubio,16-foot,pullup jump shot,,80.22222222222223,72.0,0
204,3,43,1,1,2,4011,Ricky Rubio,25-foot,three point jumper,,72.44444444444444,18.0,1
205,3,47,1,0,2,4011,Ricky Rubio,25-foot,three point pullup jump shot,,69.11111111111111,26.0,1
206,3,48,1,0,2,4257,Derrick Favors,12-foot,two point shot,,80.22222222222223,52.0,0
207,3,51,1,1,2,2968436,Joe Ingles,27-foot,three point jumper,Ricky Rubio,68.0,76.0,1
208,3,52,1,0,2,4011,Ricky Rubio,26-foot,three point jumper,,68.0,26.0,1
209,3,53,1,0,2,2968436,Joe Ingles,26-foot,three point jumper,,71.33333333333333,82.0,1
210,3,54,1,0,2,3908809,Donovan Mitchell,31-foot,three point jumper,,63.55555555555556,80.0,1
211,3,55,1,0,3,2968436,Joe Ingles,,driving layup,,93.55555555555556,56.0,0
212,3,56,1,0,3,4011,Ricky Rubio,2-foot,two point shot,,92.44444444444444,52.0,0
213,3,57,1,1,3,3032976,Rudy Gobert,,layup,,92.44444444444444,48.0,0
214,3,58,1,1,3,3908809,Donovan Mitchell,25-foot,three point jumper,,69.11111111111111,28.0,1
215,3,59,1,1,3,3032976,Rudy Gobert,,dunk ,Ricky Rubio,92.44444444444444,50.0,0
216,3,60,1,0,3,3908809,Donovan Mitchell,20-foot,pullup jump shot,,85.77777777777777,86.0,0
217,3,61,1,0,3,3908809,Donovan Mitchell,,alley oop dunk shot,,93.55555555555556,52.0,0
218,3,62,1,1,3,4257,Derrick Favors,4-foot,hook shot,Ricky Rubio,92.44444444444444,58.0,0
219,3,63,1,1,3,3908809,Donovan Mitchell,,two point shot,,93.55555555555556,54.0,0
220,3,64,1,0,3,3908809,Donovan Mitchell,9-foot,pullup jump shot,,85.77777777777777,38.0,0
221,3,65,1,1,3,4257,Derrick Favors,2-foot,dunk,Joe Ingles,91.33333333333333,48.0,0
222,3,66,1,0,3,4011,Ricky Rubio,,driving floating jump shot,,83.55555555555556,62.0,0
223,3,67,1,0,3,4011,Ricky Rubio,26-foot,three point jumper,,68.0,26.0,1
224,3,68,1,1,3,2968436,Joe Ingles,26-foot,three point jumper,,71.33333333333333,16.0,1
225,3,71,1,0,3,2968436,Joe Ingles,25-foot,three point jumper,,66.88888888888889,36.0,1
226,3,74,1,1,3,2583632,Royce O,25-foot,three point jumper,Joe Ingles,74.66666666666667,14.0,1
227,3,75,1,1,3,3032976,Rudy Gobert,,dunk ,Dante Exum,93.55555555555556,48.0,0
228,3,80,1,0,3,6581,Jae Crowder,25-foot,three point jumper,,70.22222222222223,20.0,1
229,3,81,1,0,3,2968436,Joe Ingles,,driving layup,,92.44444444444444,54.0,0
230,3,82,1,1,3,2968436,Joe Ingles,,tip shot,,93.55555555555556,54.0,0
231,3,83,1,0,3,2968436,Joe Ingles,25-foot,three point jumper,,69.11111111111111,74.0,1
232,3,84,1,1,3,4011,Ricky Rubio,28-foot,three point jumper,Rudy Gobert,64.66666666666667,32.0,1
233,3,85,1,1,4,3908809,Donovan Mitchell,,driving layup,,92.44444444444444,46.0,0
234,3,86,1,1,4,4011,Ricky Rubio,10-foot,step back jumpshot,Donovan Mitchell,83.55555555555556,58.0,0
235,3,87,1,0,4,3908809,Donovan Mitchell,4-foot,driving floating jump shot,,91.33333333333333,42.00000000000001,0
236,3,88,1,1,4,2968436,Joe Ingles,25-foot,three point jumper,Ricky Rubio,81.33333333333334,6.0,1
237,3,89,1,0,4,3032976,Rudy Gobert,,layup,,92.44444444444444,43.99999999999999,0
238,3,90,1,0,4,3032976,Rudy Gobert,,tip shot,,93.55555555555556,50.0,0
239,3,93,1,1,4,2968436,Joe Ingles,24-foot,three point jumper,Donovan Mitchell,85.77777777777777,4.0,1
240,3,94,1,0,4,3908809,Donovan Mitchell,,driving floating jump shot,,82.44444444444444,50.0,0
241,3,95,1,0,4,3908809,Donovan Mitchell,,tip shot,,93.55555555555556,50.0,0
242,3,96,1,0,4,4011,Ricky Rubio,27-foot,three point jumper,,66.88888888888889,26.0,1
243,3,97,1,1,4,3032976,Rudy Gobert,5-foot,hook shot,Ricky Rubio,91.33333333333333,58.0,0
244,3,98,1,1,4,3908809,Donovan Mitchell,25-foot,three pointer,,70.22222222222223,78.0,1
245,3,99,1,0,4,2968436,Joe Ingles,19-foot,step back jumpshot,,80.22222222222223,20.0,0
246,3,100,1,1,4,4011,Ricky Rubio,,two point shot,,93.55555555555556,56.0,0
247,3,103,1,1,4,3908809,Donovan Mitchell,,two point shot,,92.44444444444444,46.0,0
248,3,104,1,1,4,3908809,Donovan Mitchell,25-foot,three point jumper,,72.44444444444444,16.0,1
249,3,105,1,1,4,6429,Alec Burks,17-foot,pullup jump shot,Jonas Jerebko,76.88888888888889,34.0,0
250,3,106,1,0,4,6429,Alec Burks,25-foot,three point jumper,,72.44444444444444,18.0,1
251,4,0,0,1,1,4011,Ricky Rubio,14-foot,pullup jump shot,,82.22222222222223,36.0,0
252,4,1,0,0,1,4011,Ricky Rubio,17-foot,pullup jump shot,,78.88888888888889,34.0,0
253,4,2,0,0,1,3908809,Donovan Mitchell,26-foot,three point jumper,,67.77777777777777,34.0,1
254,4,3,0,1,1,4011,Ricky Rubio,11-foot,two point shot,,83.33333333333334,56.0,0
255,4,4,0,0,1,3908809,Donovan Mitchell,28-foot,three point jumper,,68.88888888888889,78.0,1
256,4,5,0,1,1,3908809,Donovan Mitchell,,driving layup ,Joe Ingles,94.44444444444444,48.0,0
257,4,6,0,1,1,4011,Ricky Rubio,,pullup jump shot,,72.22222222222223,50.0,0
258,4,7,0,1,1,4011,Ricky Rubio,16-foot,running pullup jump shot,,77.77777777777777,56.0,0
259,4,8,0,1,1,2968436,Joe Ingles,25-foot,three point jumper,Alec Burks,73.33333333333333,78.0,1
260,4,9,0,0,1,2968436,Joe Ingles,27-foot,three point jumper,,65.55555555555556,56.0,1
261,4,10,0,0,1,6429,Alec Burks,,driving layup,,94.44444444444444,46.0,0
262,4,11,0,0,1,3028,Thabo Sefolosha,24-foot,three point shot,,90.0,2.0,1
263,4,12,0,0,1,4011,Ricky Rubio,15-foot,two point shot,,82.22222222222223,68.0,0
264,4,13,0,1,1,6429,Alec Burks,25-foot,three point jumper,Ekpe Udoh,68.88888888888889,70.0,1
265,4,14,0,0,1,6429,Alec Burks,11-foot,pullup jump shot,,87.77777777777777,34.0,0
266,4,15,0,1,1,1007,Joe Johnson,19-foot,jumper,,78.88888888888889,26.0,0
267,4,16,0,0,1,6429,Alec Burks,23-foot,three point jumper,,92.22222222222223,2.5,1
268,4,17,0,1,1,3028,Thabo Sefolosha,,two point shot,,94.44444444444444,48.0,0
269,4,18,0,0,1,2968361,Raul Neto,1-foot,layup,,94.44444444444444,48.0,0
270,4,19,0,0,1,6429,Alec Burks,25-foot,three point jumper,,71.11111111111111,74.0,1
271,4,20,0,0,1,6429,Alec Burks,26-foot,three point shot,,68.88888888888889,72.0,1
272,4,21,0,0,2,1007,Joe Johnson,6-foot,jumper,,88.88888888888889,46.0,0
273,4,22,0,0,2,4261,Ekpe Udoh,,layup,,93.33333333333333,50.0,0
274,4,25,0,1,2,1007,Joe Johnson,9-foot,two point shot,,94.44444444444444,32.0,0
