,game,shot,home/away,made/missed,period,shooter,shooter_name,distance,shot_type,assist,left,top,ThreePt
69,1,78,1,0,4,4261,Ekpe Udoh,11-foot,two point shot,,85.77777777777777,66.0,0
70,1,81,1,0,4,3028,Thabo Sefolosha,,three point jumper,,93.55555555555556,94.0,1
71,1,84,1,1,4,4257,Derrick Favors,16-foot,jumper,Ricky Rubio,75.77777777777777,43.99999999999999,0
72,1,87,1,0,4,4011,Ricky Rubio,9-foot,jumper,,90.22222222222223,66.0,0
73,1,88,1,0,4,4257,Derrick Favors,17-foot,jumper,,76.88888888888889,66.0,0
74,1,89,1,0,4,3032976,Rudy Gobert,,tip shot,,93.55555555555556,50.0,0
75,1,90,1,1,4,3028,Thabo Sefolosha,,two point shot ,Ricky Rubio,92.44444444444444,48.0,0
76,1,92,1,0,4,4257,Derrick Favors,13-foot,jumper,,80.22222222222223,42.00000000000001,0
77,1,93,1,0,4,4011,Ricky Rubio,25-foot,three point jumper,,68.0,66.0,1
78,1,94,1,1,4,3028,Thabo Sefolosha,,two point shot ,Derrick Favors,91.33333333333333,54.0,0
79,1,95,1,0,4,4257,Derrick Favors,,layup,,91.33333333333333,52.0,0
80,1,96,1,0,4,3028,Thabo Sefolosha,,driving layup,,91.33333333333333,52.0,0
81,2,0,0,0,1,4257,Derrick Favors,7-foot,jumper,,88.88888888888889,42.00000000000001,0
82,2,1,0,0,1,4011,Ricky Rubio,,layup,,94.44444444444444,52.0,0
83,2,2,0,0,1,2968436,Joe Ingles,,layup,,94.44444444444444,50.0,0
84,2,3,0,0,1,2581177,Rodney Hood,25-foot,three point jumper,,70.0,32.0,1
85,2,4,0,0,1,3032976,Rudy Gobert,5-foot,hook shot,,90.0,48.0,0
86,2,5,0,0,1,2968436,Joe Ingles,,layup,,93.33333333333333,48.0,0
87,2,6,0,1,1,4257,Derrick Favors,,driving layup ,Ricky Rubio,95.55555555555556,50.0,0
88,2,7,0,0,1,4011,Ricky Rubio,26-foot,three point jumper,,74.44444444444444,14.0,1
89,2,8,0,1,1,3032976,Rudy Gobert,,layup ,Rodney Hood,94.44444444444444,50.0,0
90,2,9,0,1,1,3032976,Rudy Gobert,,layup ,Derrick Favors,93.33333333333333,50.0,0
91,2,10,0,0,1,4011,Ricky Rubio,18-foot,two point shot,,75.55555555555556,48.0,0
92,2,11,0,0,1,4257,Derrick Favors,,layup,,92.22222222222223,50.0,0
93,2,12,0,1,1,3908809,Donovan Mitchell,6-foot,jumper,,88.88888888888889,48.0,0
94,2,14,0,0,1,3908809,Donovan Mitchell,10-foot,jumper,,84.44444444444444,52.0,0
95,2,15,0,0,1,1007,Joe Johnson,23-foot,three point jumper,,92.22222222222223,2.5,1
96,2,16,0,1,1,4011,Ricky Rubio,,layup,,94.44444444444444,48.0,0
97,2,17,0,0,1,1007,Joe Johnson,14-foot,two point shot,,80.0,54.0,0
98,2,18,0,1,1,3032976,Rudy Gobert,6-foot,jumper,,90.0,46.0,0
99,2,19,0,1,1,1007,Joe Johnson,6-foot,jumper,,88.88888888888889,48.0,0
100,2,20,0,0,1,6429,Alec Burks,14-foot,jumper,,84.44444444444444,70.0,0
101,2,21,0,1,1,3028,Thabo Sefolosha,19-foot,jumper,Joe Johnson,77.77777777777777,70.0,0
102,2,22,0,0,1,3908809,Donovan Mitchell,24-foot,three point jumper,,81.11111111111111,8.0,1
103,2,23,0,0,1,4261,Ekpe Udoh,6-foot,jumper,,88.88888888888889,48.0,0
104,2,24,0,1,2,1007,Joe Johnson,7-foot,hook shot,,87.77777777777777,54.0,0
105,2,25,0,1,2,4261,Ekpe Udoh,,jumper ,Donovan Mitchell,82.22222222222223,50.0,0
106,2,26,0,0,2,3908809,Donovan Mitchell,,layup,,94.44444444444444,50.0,0
107,2,29,0,0,2,6429,Alec Burks,15-foot,pullup jump shot,,78.88888888888889,42.00000000000001,0
108,2,30,0,0,2,3908809,Donovan Mitchell,17-foot,jumper,,78.88888888888889,64.0,0
109,2,31,0,1,2,4257,Derrick Favors,,layup ,Rodney Hood,92.22222222222223,50.0,0
110,2,32,0,1,2,2581177,Rodney Hood,,layup,,93.33333333333333,50.0,0
111,2,34,0,1,2,3028,Thabo Sefolosha,,layup ,Rodney Hood,94.44444444444444,50.0,0
112,2,35,0,1,2,2968436,Joe Ingles,23-foot,three point jumper,Ricky Rubio,90.0,2.5,1
113,2,36,0,1,2,4011,Ricky Rubio,17-foot,two point shot,,78.88888888888889,66.0,0
114,2,37,0,1,2,2968436,Joe Ingles,26-foot,three point jumper,Derrick Favors,66.66666666666667,42.00000000000001,1
115,2,38,0,0,2,2581177,Rodney Hood,25-foot,three point jumper,,74.44444444444444,82.0,1
116,2,39,0,0,2,1007,Joe Johnson,27-foot,three point jumper,,70.0,80.0,1
117,2,40,0,1,2,2968436,Joe Ingles,,layup ,Ricky Rubio,92.22222222222223,50.0,0
118,2,41,0,0,2,3032976,Rudy Gobert,,dunk,,94.44444444444444,50.0,0
119,2,42,0,0,2,2968436,Joe Ingles,26-foot,three point jumper,,75.55555555555556,12.0,1
120,2,43,0,1,2,3032976,Rudy Gobert,,dunk ,Ricky Rubio,95.55555555555556,50.0,0
121,2,44,0,1,2,3032976,Rudy Gobert,,alley oop dunk shot ,Ricky Rubio,95.55555555555556,50.0,0
122,2,45,0,0,2,3032976,Rudy Gobert,,layup,,93.33333333333333,50.0,0
123,2,48,0,0,3,2581177,Rodney Hood,,layup,,92.22222222222223,50.0,0
124,2,49,0,0,3,4257,Derrick Favors,,hook shot,,88.88888888888889,50.0,0
125,2,50,0,1,3,4011,Ricky Rubio,18-foot,jumper,,76.66666666666667,62.0,0
126,2,51,0,0,3,4011,Ricky Rubio,,finger roll layup,,94.44444444444444,50.0,0
127,2,52,0,0,3,4011,Ricky Rubio,26-foot,three point jumper,,74.44444444444444,84.0,1
128,2,53,0,1,3,2581177,Rodney Hood,24-foot,three point jumper,Ricky Rubio,87.77777777777777,2.5,1
129,2,54,0,1,3,2581177,Rodney Hood,,three point jumper ,Ricky Rubio,95.55555555555556,2.5,1
130,2,55,0,1,3,2581177,Rodney Hood,25-foot,three point jumper,Derrick Favors,67.77777777777777,40.0,1
131,2,56,0,0,3,2581177,Rodney Hood,26-foot,three point jumper,,67.77777777777777,64.0,1
132,2,57,0,1,3,4257,Derrick Favors,,layup ,Joe Ingles,94.44444444444444,50.0,0
133,2,58,0,0,3,4257,Derrick Favors,20-foot,jumper,,74.44444444444444,64.0,0
134,2,59,0,1,3,2581177,Rodney Hood,21-foot,jumper,,74.44444444444444,30.0,0
135,2,60,0,1,3,2968436,Joe Ingles,26-foot,three point jumper,,68.88888888888889,66.0,1
136,2,61,0,0,3,1007,Joe Johnson,19-foot,jumper,,80.0,24.0,0
137,2,62,0,1,3,3028,Thabo Sefolosha,23-foot,three point jumper,Donovan Mitchell,94.44444444444444,2.5,1
138,2,63,0,0,3,3908809,Donovan Mitchell,,layup,,93.33333333333333,48.0,0
139,2,64,0,0,3,3908809,Donovan Mitchell,26-foot,three point jumper,,68.88888888888889,26.0,1
140,2,65,0,1,4,3028,Thabo Sefolosha,,driving layup,,95.55555555555556,50.0,0
141,2,68,0,1,4,2581177,Rodney Hood,,jumper,,73.33333333333333,50.0,0
142,2,69,0,0,4,2581177,Rodney Hood,26-foot,three point jumper,,68.88888888888889,32.0,1
143,2,70,0,1,4,2581177,Rodney Hood,22-foot,jumper,,73.33333333333333,70.0,0
144,2,71,0,1,4,4257,Derrick Favors,21-foot,jumper,Ricky Rubio,73.33333333333333,64.0,0
145,2,72,0,1,4,4257,Derrick Favors,,jumper ,Ricky Rubio,72.22222222222223,50.0,0
146,2,73,0,0,4,4011,Ricky Rubio,7-foot,jumper,,92.22222222222223,62.0,0
147,2,75,0,0,4,4257,Derrick Favors,22-foot,jumper,,71.11111111111111,52.0,0
148,2,76,0,1,4,4257,Derrick Favors,,dunk ,Rodney Hood,95.55555555555556,50.0,0
149,2,77,0,1,4,4257,Derrick Favors,21-foot,jumper,Joe Ingles,74.44444444444444,36.0,0
150,2,78,0,1,4,4257,Derrick Favors,,dunk,,95.55555555555556,52.0,0
151,2,79,0,1,4,2968436,Joe Ingles,22-foot,three point jumper,Ricky Rubio,96.66666666666667,94.0,1
152,2,80,0,1,4,4011,Ricky Rubio,26-foot,three point jumper,,71.11111111111111,78.0,1
153,2,83,0,0,4,4257,Derrick Favors,26-foot,three point jumper,,67.77777777777777,66.0,1
154,2,89,0,0,4,3032976,Rudy Gobert,,layup,,95.55555555555556,48.0,0
155,2,90,0,0,4,4257,Derrick Favors,,jumper,,95.55555555555556,80.0,0
156,2,91,0,0,4,3032976,Rudy Gobert,,layup,,93.33333333333333,48.0,0
157,2,93,0,0,4,1007,Joe Johnson,23-foot,three point jumper,,93.33333333333333,2.5,1
158,3,0,1,0,1,4011,Ricky Rubio,25-foot,three point jumper,,69.11111111111111,74.0,1
159,3,1,1,0,1,4011,Ricky Rubio,24-foot,three point jumper,,84.66666666666667,94.0,1
160,3,2,1,0,1,3032976,Rudy Gobert,,layup,,90.22222222222223,50.0,0
161,3,3,1,1,1,4257,Derrick Favors,3-foot,dunk,Donovan Mitchell,91.33333333333333,48.0,0
162,3,4,1,1,1,2968436,Joe Ingles,23-foot,step back jumpshot,,91.33333333333333,4.0,0
163,3,5,1,0,1,3908809,Donovan Mitchell,25-foot,three point jumper,,83.55555555555556,4.0,1
164,3,6,1,0,1,3908809,Donovan Mitchell,23-foot,three point jumper,,88.0,6.0,1
165,3,7,1,1,1,2968436,Joe Ingles,23-foot,three point jumper,Donovan Mitchell,92.44444444444444,97.5,1
166,3,9,1,1,1,3032976,Rudy Gobert,,dunk ,Donovan Mitchell,90.22222222222223,50.0,0
167,3,10,1,0,1,3028,Thabo Sefolosha,25-foot,three point jumper,,68.0,70.0,1
168,3,11,1,0,1,1007,Joe Johnson,10-foot,two point shot,,83.55555555555556,58.0,0
169,3,12,1,1,1,3032976,Rudy Gobert,,dunk,,93.55555555555556,50.0,0
170,3,13,1,0,1,1007,Joe Johnson,25-foot,three point jumper,,74.66666666666667,88.0,1
171,3,14,1,0,1,4011,Ricky Rubio,20-foot,jumper,,71.33333333333333,52.0,0
172,3,15,1,0,1,3028,Thabo Sefolosha,23-foot,three point jumper,,89.11111111111111,97.5,1
173,3,16,1,1,1,6429,Alec Burks,26-foot,three point jumper,Ricky Rubio,69.11111111111111,22.0,1
174,3,17,1,1,1,4261,Ekpe Udoh,,layup ,Ricky Rubio,90.22222222222223,54.0,0
175,3,19,1,1,1,1007,Joe Johnson,,two point shot ,Ekpe Udoh,84.66666666666667,48.0,0
176,3,20,1,0,1,6429,Alec Burks,3-foot,jumper,,90.22222222222223,46.0,0
177,3,21,1,0,1,4261,Ekpe Udoh,4-foot,layup,,90.22222222222223,56.0,0
178,3,24,1,1,2,6429,Alec Burks,15-foot,pullup jump shot,Raul Neto,79.11111111111111,64.0,0
179,3,25,1,1,2,4257,Derrick Favors,18-foot,jumper,Alec Burks,79.11111111111111,26.0,0
180,3,26,1,1,2,2968361,Raul Neto,,driving layup,,90.22222222222223,46.0,0
181,3,27,1,0,2,3028,Thabo Sefolosha,,driving layup,,90.22222222222223,46.0,0
182,3,28,1,1,2,4257,Derrick Favors,,two point shot,,93.55555555555556,50.0,0
183,3,31,1,0,2,3032976,Rudy Gobert,,layup,,90.22222222222223,50.0,0
184,3,32,1,0,2,4257,Derrick Favors,25-foot,three point jumper,,68.0,70.0,1
185,3,33,1,0,2,3908809,Donovan Mitchell,25-foot,three point jumper,,69.11111111111111,26.0,1
186,3,34,1,1,2,3032976,Rudy Gobert,,dunk ,Derrick Favors,91.33333333333333,50.0,0
187,3,36,1,0,2,3028,Thabo Sefolosha,26-foot,three point jumper,,68.0,28.0,1
188,3,37,1,1,2,4011,Ricky Rubio,19-foot,jumper,,73.55555555555556,34.0,0
189,3,38,1,0,2,3908809,Donovan Mitchell,18-foot,pullup jump shot,,73.55555555555556,46.0,0
190,3,39,1,1,2,4011,Ricky Rubio,20-foot,pullup jump shot,,76.88888888888889,76.0,0
191,3,40,1,0,2,3908809,Donovan Mitchell,3-foot,two point shot,,91.33333333333333,46.0,0
192,3,41,1,0,2,4011,Ricky Rubio,25-foot,three point jumper,,69.11111111111111,74.0,1
193,3,42,1,1,2,4011,Ricky Rubio,23-foot,three point jumper,Joe Johnson,94.66666666666667,4.0,1
194,3,43,1,0,2,4011,Ricky Rubio,25-foot,three point jumper,,69.11111111111111,74.0,1
195,3,44,1,1,2,1007,Joe Johnson,26-foot,three point jumper,,66.88888888888889,70.0,1
196,3,45,1,0,2,1007,Joe Johnson,16-foot,step back jumpshot,,80.22222222222223,30.0,0
197,3,46,1,0,3,4257,Derrick Favors,,jumper,,73.55555555555556,48.0,0
198,3,48,1,0,3,4011,Ricky Rubio,16-foot,pullup jump shot,,92.44444444444444,18.0,0
199,3,49,1,1,3,4011,Ricky Rubio,,three point jumper ,Rudy Gobert,93.55555555555556,94.0,1
200,3,50,1,1,3,2968436,Joe Ingles,23-foot,step back jumpshot,,94.66666666666667,4.0,0
201,3,51,1,0,3,2968436,Joe Ingles,28-foot,three point jumper,,62.44444444444444,38.0,1
202,3,52,1,1,3,2968436,Joe Ingles,,layup ,Donovan Mitchell,91.33333333333333,52.0,0
203,3,54,1,1,3,3032976,Rudy Gobert,,dunk ,Joe Ingles,90.22222222222223,50.0,0
204,3,55,1,1,3,6429,Alec Burks,18-foot,pullup jump shot,,80.22222222222223,78.0,0
205,3,56,1,0,3,4011,Ricky Rubio,17-foot,two point shot,,76.88888888888889,64.0,0
206,3,57,1,0,3,2968436,Joe Ingles,22-foot,three point jumper,,92.44444444444444,6.0,1
207,3,58,1,0,3,2968436,Joe Ingles,,driving layup,,89.11111111111111,54.0,0
208,3,59,1,1,3,3032976,Rudy Gobert,,layup,,91.33333333333333,54.0,0
209,3,60,1,0,3,4011,Ricky Rubio,25-foot,three point jumper,,70.22222222222223,20.0,1
210,3,61,1,1,3,3032976,Rudy Gobert,,dunk ,Ricky Rubio,90.22222222222223,50.0,0
211,3,62,1,0,3,3032976,Rudy Gobert,,dunk,,88.0,50.0,0
212,3,63,1,1,3,2968436,Joe Ingles,21-foot,two point shot,Ricky Rubio,70.22222222222223,43.99999999999999,0
213,3,64,1,1,3,1007,Joe Johnson,18-foot,step back jumpshot,,79.11111111111111,24.0,0
214,3,65,1,1,3,3028,Thabo Sefolosha,2-foot,layup,Joe Ingles,92.44444444444444,46.0,0
215,3,66,1,1,3,2968436,Joe Ingles,25-foot,three point jumper,Thabo Sefolosha,70.22222222222223,22.0,1
216,3,67,1,1,3,1007,Joe Johnson,7-foot,two point shot,,89.11111111111111,38.0,0
217,3,68,1,0,3,1007,Joe Johnson,20-foot,two point shot,,90.22222222222223,90.0,0
218,3,69,1,0,3,2968436,Joe Ingles,25-foot,three point jumper,,72.44444444444444,84.0,1
219,3,71,1,1,4,2968361,Raul Neto,7-foot,two point shot,,90.22222222222223,62.0,0
220,3,72,1,0,4,3028,Thabo Sefolosha,,three point jumper,,93.55555555555556,97.5,1
221,3,73,1,0,4,6429,Alec Burks,25-foot,three point jumper,,65.77777777777777,48.0,1
222,3,74,1,1,4,3908809,Donovan Mitchell,,driving layup,,92.44444444444444,52.0,0
223,3,75,1,1,4,4257,Derrick Favors,18-foot,jumper,Donovan Mitchell,74.66666666666667,58.0,0
224,3,78,1,0,4,3908809,Donovan Mitchell,7-foot,jump bank shot,,88.0,40.0,0
225,3,79,1,1,4,3032976,Rudy Gobert,,dunk ,Ricky Rubio,90.22222222222223,50.0,0
226,3,82,1,1,4,4011,Ricky Rubio,17-foot,pullup jump shot,Rudy Gobert,74.66666666666667,60.0,0
227,3,83,1,1,4,2968436,Joe Ingles,25-foot,three point jumper,,71.33333333333333,20.0,1
228,3,84,1,1,4,3032976,Rudy Gobert,,layup ,Donovan Mitchell,92.44444444444444,48.0,0
229,3,85,1,0,4,1007,Joe Johnson,10-foot,hook shot,,83.55555555555556,40.0,0
230,3,86,1,0,4,2968436,Joe Ingles,23-foot,three point jumper,,88.0,4.0,1
231,3,87,1,1,4,3028,Thabo Sefolosha,,driving layup ,Joe Johnson,92.44444444444444,54.0,0
232,3,88,1,0,4,4011,Ricky Rubio,30-foot,three point jumper,,65.77777777777777,16.0,1
233,3,89,1,1,4,1007,Joe Johnson,19-foot,step back jumpshot,,74.66666666666667,34.0,0
234,3,90,1,0,4,4261,Ekpe Udoh,19-foot,jumper,,76.88888888888889,24.0,0
235,4,0,0,1,1,4011,Ricky Rubio,14-foot,pullup jump shot,,82.22222222222223,36.0,0
236,4,1,0,0,1,4011,Ricky Rubio,17-foot,pullup jump shot,,78.88888888888889,34.0,0
237,4,2,0,0,1,3908809,Donovan Mitchell,26-foot,three point jumper,,67.77777777777777,34.0,1
238,4,3,0,1,1,4011,Ricky Rubio,11-foot,two point shot,,83.33333333333334,56.0,0
239,4,4,0,0,1,3908809,Donovan Mitchell,28-foot,three point jumper,,68.88888888888889,78.0,1
240,4,5,0,1,1,3908809,Donovan Mitchell,,driving layup ,Joe Ingles,94.44444444444444,48.0,0
241,4,6,0,1,1,4011,Ricky Rubio,,pullup jump shot,,72.22222222222223,50.0,0
242,4,7,0,1,1,4011,Ricky Rubio,16-foot,running pullup jump shot,,77.77777777777777,56.0,0
243,4,8,0,1,1,2968436,Joe Ingles,25-foot,three point jumper,Alec Burks,73.33333333333333,78.0,1
244,4,9,0,0,1,2968436,Joe Ingles,27-foot,three point jumper,,65.55555555555556,56.0,1
245,4,10,0,0,1,6429,Alec Burks,,driving layup,,94.44444444444444,46.0,0
246,4,11,0,0,1,3028,Thabo Sefolosha,24-foot,three point shot,,90.0,2.0,1
247,4,12,0,0,1,4011,Ricky Rubio,15-foot,two point shot,,82.22222222222223,68.0,0
248,4,13,0,1,1,6429,Alec Burks,25-foot,three point jumper,Ekpe Udoh,68.88888888888889,70.0,1
249,4,14,0,0,1,6429,Alec Burks,11-foot,pullup jump shot,,87.77777777777777,34.0,0
250,4,15,0,1,1,1007,Joe Johnson,19-foot,jumper,,78.88888888888889,26.0,0
251,4,16,0,0,1,6429,Alec Burks,23-foot,three point jumper,,92.22222222222223,2.5,1
252,4,17,0,1,1,3028,Thabo Sefolosha,,two point shot,,94.44444444444444,48.0,0
253,4,18,0,0,1,2968361,Raul Neto,1-foot,layup,,94.44444444444444,48.0,0
254,4,19,0,0,1,6429,Alec Burks,25-foot,three point jumper,,71.11111111111111,74.0,1
255,4,20,0,0,1,6429,Alec Burks,26-foot,three point shot,,68.88888888888889,72.0,1
256,4,21,0,0,2,1007,Joe Johnson,6-foot,jumper,,88.88888888888889,46.0,0
257,4,22,0,0,2,4261,Ekpe Udoh,,layup,,93.33333333333333,50.0,0
258,4,25,0,1,2,1007,Joe Johnson,9-foot,two point shot,,94.44444444444444,32.0,0
259,4,26,0,0,2,2968436,Joe Ingles,27-foot,three point jumper,,72.22222222222223,16.0,1
260,4,27,0,1,2,3028,Thabo Sefolosha,14-foot,two point shot,Joe Johnson,83.33333333333334,66.0,0
261,4,30,0,0,2,4257,Derrick Favors,9-foot,two point shot,,85.55555555555556,42.00000000000001,0
262,4,31,0,0,2,4257,Derrick Favors,15-foot,jumper,,93.33333333333333,20.0,0
263,4,32,0,1,2,3028,Thabo Sefolosha,27-foot,three point jumper,Derrick Favors,65.55555555555556,43.99999999999999,1
264,4,33,0,0,2,3908809,Donovan Mitchell,12-foot,two point shot,,82.22222222222223,48.0,0
265,4,36,0,1,2,4257,Derrick Favors,,two point shot ,Alec Burks,95.55555555555556,48.0,0
266,4,39,0,0,2,4011,Ricky Rubio,27-foot,three point jumper,,67.77777777777777,74.0,1
267,4,40,0,1,2,3032976,Rudy Gobert,,dunk ,Derrick Favors,93.33333333333333,50.0,0
268,4,41,0,0,2,3908809,Donovan Mitchell,21-foot,step back jumpshot,,73.33333333333333,64.0,0
269,4,42,0,1,2,4011,Ricky Rubio,21-foot,pullup jump shot,,76.66666666666667,74.0,0
270,4,43,0,1,2,1007,Joe Johnson,16-foot,two point shot,,81.11111111111111,30.0,0
271,4,44,0,0,2,2968436,Joe Ingles,,three point jumper,,94.44444444444444,94.0,1
272,4,45,0,0,2,3028,Thabo Sefolosha,25-foot,three point jumper,,87.77777777777777,2.0,1
273,4,46,0,0,3,3908809,Donovan Mitchell,26-foot,three point jumper,,70.0,76.0,1
274,4,47,0,0,3,4011,Ricky Rubio,26-foot,three point jumper,,72.22222222222223,82.0,1
275,4,48,0,0,3,2968436,Joe Ingles,26-foot,three point jumper,,75.55555555555556,86.0,1
276,4,49,0,0,3,4257,Derrick Favors,3-foot,hook shot,,93.33333333333333,54.0,0
